S? TK nh?p_Mã hàng	APP	Gemini	GAP
308493030810_D947-80	12	9	3
308493969400_B733-36	24	21	3
308495166250_B947-46	3		3
308495185850_B947-46	8	5	3
308496541050_W736-68	21	18	3
308498940540_7780438	19	16	3
308500576220_8150523	3		3
308500917600_7670277	18	15	3
308501885000_T300-317	23	20	3
308502860320_9210327	6	3	3
308502998000_8150535	15	12	3
308503023200_7670255	10	7	3
308503036240_7790164	28	25	3
308503043240_7790165	8	5	3
308504217250_7780420	12	9	3
308504480010_7790116	12	9	3
308505882700_B689-56	78	75	3
308506399410_B844-54S	3		3
308510920450_M41041W2		3	-3
308511004600_M41041W2	3		3
308515572800_M14141W2		3	-3
308515572800_M20341US		3	-3
308515572800_M31341W2		3	-3
308515572800_M31431W2		3	-3
308515572800_M41241US		3	-3
308515593800_M14141W2	3		3
308515593800_M20341US	3		3
308515593800_M31341W2	3		3
308515593800_M31431W2	3		3
308515593800_M41241US	3		3
308523410700_5930147		3	-3
308524905420_5430488		3	-3
308524905420_6420215		3	-3
308526728440_8470416		3	-3
107523591230_A4000606	62	60	2
107657692920_R407661	2		2
107769491060_R407661	45	43	2
107779808620_A1000475	58	56	2
107801925820_B742-59	2		2
107883705310_L243344	2		2
107899986020_A2000738	110	108	2
107913259050_R406372	37	35	2
107919363750_R406422	30	28	2
107950374560_A4000644	25	23	2
107950376700_A4000039	3	1	2
108045966600_A1001047	2		2
108045969140_A8010330	24	22	2
108055415050_D373-324	8	6	2
108056200820_P014-898	2		2
108080245820_A8010323	49	47	2
108081177150_P014-703	19	17	2
108088404100_A4000680	60	58	2
108088410360_L208431	2		2
108105736760_A3000731	6	4	2
108105736760_D372-06	60	58	2
108108794400_A8010197	37	35	2
108127269610_A2000135	15	13	2
108127496410_D372-624	106	104	2
108149670200_T689-0	45	43	2
108151997330_W100-02	60	58	2
108151997330_W100-121	2		2
108166379750_B752-46	2		2
108172025250_A2000609	10	8	2
108202180110_B752-43	10	8	2
307220895350_9210416		2	-2
307570619440_D769-60		2	-2
307738168420_6790345		2	-2
307812909740_D591-01		2	-2
307829833050_1380594		2	-2
307885421560_R32239		2	-2
307885421560_R32240		2	-2
307939334420_T5499-0		2	-2
308065874820_9510439		2	-2
308101093220_B2618-58		2	-2
308101108840_B2618-58	2		2
308106187820_1940366		2	-2
308106187820_6907220		2	-2
308179814260_B779-58	2		2
308302643410_B742-96W1	2		2
308303501720_T5168-3	4	2	2
308308951700_7790164		2	-2
308315807240_D619-01	2		2
308317905030_T411-13	41	39	2
308327608760_A1000916		2	-2
308327608760_EB2270-165		2	-2
308327615210_A1000916	2		2
308327615210_EB2270-165	2		2
308351798220_7637038	2		2
308366410940_T789-2	2		2
308373374100_EB2270-165		2	-2
308373374100_EB9630-231		2	-2
308373386220_EB2270-165	2		2
308373386220_EB9630-231	2		2
308382442230_U1320096	2		2
308389250430_B615-81W1	2		2
308391826650_B743-58	31	29	2
308396311330_T300-517	7	5	2
308396381920_B280-671	2		2
308398470350_6560425	2		2
308399425150_EB1865-111		2	-2
308399425150_EB1865-112		2	-2
308399425150_EB2270-182		2	-2
308399425150_EB3660-113		2	-2
308399425150_EB9630-292		2	-2
308399425150_EB9630-52		2	-2
308399437160_EB1865-111	2		2
308399437160_EB2270-182	2		2
308399437160_EB3660-113	2		2
308399437160_EB9630-292	2		2
308399437160_EB9630-52	2		2
308402303440_B823-31	6	4	2
308402401220_D773-32	17	15	2
308402426530_B777-31	2		2
308402426530_B777-93	15	13	2
308403364160_U1160115A	5	3	2
308403851950_B733-57	24	22	2
308410721750_B742-22	7	5	2
308412255820_B5168-196	4	2	2
308412255820_B5168-81	4	2	2
308414689830_B974-36	7	5	2
308419942850_B779-46	2		2
308422416060_9210261	9	7	2
308425602830_U1160015A	28	26	2
308428374940_B697-46	11	9	2
308428948610_6320413	7	5	2
308430284540_B697-298	29	27	2
308430318360_T678-3	2		2
308430408220_6700616	8	6	2
308432469020_D618-324	4	2	2
308432469020_D824-124	44	42	2
308434376960_B742-58W1	2		2
308434737500_B794-181	2		2
308434845300_B584-81	2		2
308436266520_B733-74	2		2
308437170330_B697-31	20	18	2
308437612360_P373-601A	2		2
308438513410_6530825	7	5	2
308438721750_U1260031	4	2	2
308439821340_6570729	2		2
308439825540_B687-92	6	4	2
308440255710_B794-36	41	39	2
308440255710_B794-58	2		2
308440331750_B794-58	8	6	2
308440655960_B743-58W1	2		2
308440655960_B743-93W9	2		2
308441405660_B756-36	2		2
308442013850_9360557	11	9	2
308442028550_3990598	2		2
308444198920_D647-60	11	9	2
308445017920_9620538	5	3	2
308445598000_7650494	2		2
308446018700_5560438	2		2
308446125800_B922-36	7	5	2
308446659160_6100413	2		2
308446883640_T251-13	72	70	2
308447372940_5930118	2		2
308448286110_D647-55T	25	23	2
308448295800_D647-55B	25	23	2
308448308400_D596-124	22	20	2
308449184060_2430566	2		2
308449233430_3090146	3	1	2
308449338760_2590366	2		2
308450042850_B742-58W1	10	8	2
308450537160_B974-50	11	9	2
308451255030_B756-36	30	28	2
308451448340_B844-58	3	1	2
308451471920_U6260677	2		2
308451583920_D425-225	29	27	2
308451646330_5950439	3	1	2
308451692310_B779-97	32	30	2
308452277510_B922-56W1	3	1	2
308452885440_T622-2	148	146	2
308452917420_H743-134	2		2
308452933520_T732-4	14	12	2
308453589200_U1260057	25	23	2
308454093530_A3000002	2		2
308454840540_B685-31	15	13	2
308454840540_B685-36	11	9	2
308454870860_7637035	2		2
308454902250_B680-84	11	9	2
308455410010_D814-81	14	12	2
308456094460_D794-45B	2		2
308456111040_U6260613	2		2
308456707660_B779-77	2		2
308456707660_B922-31	13	11	2
308456776630_7670208	9	7	2
308456927830_B5168-92	2		2
308457037510_B433-46	10	8	2
308458696950_5390215	2		2
308458696950_5390218	2		2
308458697320_9212117	2		2
308459651160_T468-3	70	68	2
308459694230_B814-58	2		2
308459748460_D542-130	4	2	2
308460032110_B922-58W1	17	15	2
308460095700_T637-7	2		2
308460944430_5760414	6	4	2
308461131810_4450525	2		2
308461252320_H615-70	2		2
308462021400_D612-00	2		2
308463511000_7670234	16	14	2
308463529050_U1033046	2		2
308463541100_U1033046	2		2
308463592160_8131023	2		2
308463592160_8131035	2		2
308463808830_8131038	2		2
308464020930_B685-97	7	5	2
308464317030_P204-898	12	10	2
308464722330_D380-930	14	12	2
308464940250_9210346	2		2
308464948210_D736-01	198	196	2
308465042560_A3000224	5	3	2
308465042560_A3000247	5	3	2
308465530610_B769-31	12	10	2
308465937640_T954-8	6	4	2
308466055020_D398-01	70	68	2
308466390760_U1260077	56	54	2
308466813600_U2710513	2		2
308467370760_D923-45B	7	5	2
308467370760_D923-45T	6	4	2
308468664730_5320425	2		2
308468824660_9970538	2		2
308468890130_5390218	7	5	2
308473340730_2920325	2		2
308473498120_6330694	2		2
308473725030_B602-93	2		2
308473879140_D743-35	2		2
308473904560_T202-12	9	7	2
308474473660_D922-50B	2		2
308474721830_7407038	2		2
308474736640_7407038	3	1	2
308474768140_9210364	2		2
308474775030_6590679	6	4	2
308474867210_9490261	13	11	2
308474867210_A3000738	7	5	2
308474981160_6590779	2		2
308475180700_9210457	2		2
308475222000_H615-70	11	9	2
308475330460_D814-03A	50	48	2
308475352160_A3000698	2		2
308475881840_2050211	2		2
308475943330_2920425	2		2
308476308140_B844-56S	32	30	2
308476448730_B844-97	2		2
308476609620_9860688	4	2	2
308477802530_9212108	2		2
308477828910_9210346	16	14	2
308478002730_B633-78	75	73	2
308478080650_U1210213	11	9	2
308478095610_D947-81	2		2
308478153600_D947-81	6	4	2
308478540920_P805-702	70	68	2
308478588960_U1033097	5	3	2
308478636120_T731-7	16	14	2
308478923010_U6260657	2		2
308479036300_9210365	2		2
308479650860_D631-09	7	5	2
308479827960_D743-35	40	38	2
308479919700_D380-924	4	2	2
308479988740_B769-81	4	2	2
308480456230_D396-13	10	8	2
308481599810_U2710413	2		2
308481599810_U2710418	2		2
308481829300_6840655	19	17	2
308481839060_7407020	2		2
308483584640_2430535	2		2
308483739230_5930118	2		2
308484962830_6590762	5	3	2
308485066210_2590365	2		2
308485137240_6310138	16	14	2
308485141810_5300425	4	2	2
308485141810_5930113	2		2
308485143430_U1210015	2		2
308485951930_6030529	4	2	2
308486842810_U2710618	11	9	2
308487433610_1610413	2		2
308487526930_7970235	13	11	2
308488188210_D735-02	42	40	2
308488188210_D752-02	2		2
308488603160_D634-230	32	30	2
308489524510_2590316	2		2
308489546910_5300525	12	10	2
308491512840_B680-56	27	25	2
308491551010_B680-52	40	38	2
308491710720_U1070046A	2		2
308492833850_B633-31	5	3	2
308493104310_B779-74	15	13	2
308493142810_B814-48	15	13	2
308493784820_B733-97	30	28	2
308493969400_B733-56	39	37	2
308494175200_EB4121-245		2	-2
308494175200_EW0200-124		2	-2
308494207400_EB4121-245	2		2
308494207400_EW0200-124	2		2
308494992760_9050313	2		2
308495185850_B947-31	14	12	2
308497574140_H743-34R	12	10	2
308502001900_8150538	4	2	2
308503039520_7790177	21	19	2
308503692360_T736-4	27	25	2
308505008250_W814-30	99	97	2
308505371920_H742-34R	2		2
308505382420_D647-25	5	3	2
308505549130_B769-97	94	92	2
308505795160_B680-58	39	37	2
308506399410_B844-36	52	50	2
308509306620_B814-92	32	30	2
308509306620_T637-4	28	26	2
308510920450_M44001		2	-2
308510920450_M96541W2		2	-2
308511004600_M44001	2		2
308511004600_M96541W2	2		2
308511397410_W655-68	57	55	2
308515572800_M14231W2		2	-2
308515572800_M33041W2		2	-2
308515593800_M14231W2	2		2
308515593800_M33041W2	2		2
308523410700_6030529		2	-2
308523467250_7361123		2	-2
308524905420_4310423		2	-2
308524905420_9210257		2	-2
107097209660_A2000687	9	8	1
107203450320_A2000720	36	35	1
107369435461_T155-13	1		1
107376776400_A2000728	6	5	1
107454015650_T662-3	6	5	1
107470252040_R407312	8	7	1
107597112710_R407531	2	1	1
107669281750_A2000636	13	12	1
107693580150_A2000510	70	69	1
107702056010_R407812	16	15	1
107702056710_R407532	12	11	1
107702056710_R407642	78	77	1
107702058330_R407131	30	29	1
107702058330_R407842	36	35	1
107708408250_R406311	31	30	1
107746521850_A2000877	1		1
107783431340_R406952	48	47	1
107794450960_A1000445	1		1
107806626800_L207504	9	8	1
107816329240_A2000661	11	10	1
107822030850_R407711	6	5	1
107886853210_L235684	23	22	1
107894900150_R407042	22	21	1
107899891040_A2000785	11	10	1
107907561310_R405452	20	19	1
107913259050_R406351	15	14	1
107915028910_A8010198	32	31	1
107919361210_R406932	28	27	1
107919366700_R407652	131	130	1
107920905040_A2000765	16	15	1
107957359050_A2000515	1		1
107957366640_R407562	79	78	1
107988054420_R407052	1		1
107998189350_A2000381	21	20	1
107998189350_A2000388	19	18	1
107998189350_A2000635	41	40	1
107998189350_A2000834	1		1
107998189350_A2000839	1		1
107998224940_R406402	9	8	1
108011393230_A2000774	18	17	1
108017133340_L117964	519	518	1
108017133340_L208474	1		1
108019898010_L100824	15	14	1
108047332850_A8010280	1		1
108047374520_L207454	56	55	1
108060469530_A2000486	9	8	1
108060469530_A2000873	57	56	1
108081174460_2610760	6	5	1
108081177150_P008-703	4	3	1
108081178920_L430844	5	4	1
108081180910_L429064	18	17	1
108081180910_L430854	14	13	1
108083995240_A8010281	51	50	1
108088374000_A2000455	86	85	1
108088374000_A2000631	4	3	1
108088374000_A2000789	4	3	1
108088423920_A2000848	1		1
108088431730_A4000623	165	164	1
108088434640_A4000462	44	43	1
108088434640_L243354	36	35	1
108088440830_L204554	45	44	1
108088446650_R406801	13	12	1
108088449600_A2000614	68	67	1
108088479660_T726-8	1		1
108090927560_A2000820	6	5	1
108090927560_A8010124	147	146	1
108090933420_R407122	68	67	1
108090934230_R406331	1		1
108090934230_R406391	36	35	1
108090935960_A2000427	52	51	1
108090935960_A2000833	1		1
108090942300_A2000686	1		1
108120863760_T135-13	40	39	1
108127269610_A2000650	9	8	1
108127269610_L177974	1		1
108127269610_L204514	6	5	1
108127269610_L235824	7	6	1
108127419850_A8010112	21	20	1
108151988340_T270-13	117	116	1
108151991360_L100074	16	15	1
108151991360_L430794	55	54	1
108151993720_A8010068	114	113	1
108151993720_A8010333	68	67	1
108166379750_B752-43	1		1
108169759350_A8010326	16	15	1
108171235100_A3000193	75	74	1
108171236720_R405102	6	5	1
108203340930_T821-4	5	4	1
108203343840_T821-2	1		1
108218800210_P711-810	5	4	1
306979636040_R58739		1	-1
306979636040_R58741		1	-1
307205513660_H769-21		1	-1
307217572710_9070315		1	-1
307219048640_R77364		1	-1
307219096460_A4000598		1	-1
307343506910_1960477		1	-1
307436711540_3010338		1	-1
307588240320_9210357		1	-1
307607341810_4840571	1		1
307678233940_4840571	2	1	1
307716872910_A4000399	22	21	1
307783111660_6620613		1	-1
307898829400_T182-13		1	-1
307909996940_4840471	1		1
307939334420_T5499-6		1	-1
307958984930_T193-13	52	51	1
308107862110_T235-13	310	309	1
308162348120_D592-09	1		1
308165545610_B685-58	2	1	1
308176943930_4840448	2	1	1
308195336910_T779-4	1		1
308257709600_B742-25	23	22	1
308257709600_B742-53	9	8	1
308263944940_5960366	5	4	1
308268055600_5960377	6	5	1
308271646930_5960367	7	6	1
308284554450_6360529	1		1
308286439920_B733-54	3	2	1
308293065160_T402-13	2	1	1
308295365360_B743-197	2	1	1
308303803860_EW0200-268	1		1
308309070220_1700339	1		1
308315807240_D619-48	3	2	1
308316839850_1940321	1		1
308325485440_EW0267-124	15	14	1
308326576960_B611-99	13	12	1
308326597740_B611-92	10	9	1
308327608760_EB1865-231		1	-1
308327608760_M33041W2		1	-1
308327615210_EB1865-231	1		1
308327615210_M33041W2	1		1
308332497560_1700325	1		1
308332590440_3370639	1		1
308334404400_P221-113	1		1
308337388830_A3000241	49	48	1
308340258720_B611-181	5	4	1
308341896020_B743-56	15	14	1
308349997230_EB1865-291	2	1	1
308350791030_T247-13	107	106	1
308351797410_7637035	1		1
308352483630_7637038	1		1
308353132310_P798-701	8	7	1
308353132310_P798-702	15	14	1
308353832530_B777-46	20	19	1
308360790900_U1320096	1		1
308363241120_D592-09	5	4	1
308369395410_3990498	1		1
308373374100_EB3660-113		1	-1
308373374100_EB3660-157		1	-1
308373374100_EB4121-113		1	-1
308373374100_EB4121-245		1	-1
308373374100_M13731W2		1	-1
308373374100_M94931W2		1	-1
308373374100_M95531W2		1	-1
308373386220_EB3660-113	1		1
308373386220_EB3660-157	1		1
308373386220_EB4121-113	1		1
308373386220_EB4121-245	1		1
308373386220_M13731W2	1		1
308373386220_M94931W2	1		1
308373386220_M95531W2	1		1
308377158960_4840508	1		1
308380372550_8400225	1		1
308380372550_8400325	3	2	1
308381021010_B733-76	10	9	1
308382414230_2050221	2	1	1
308382432100_3990598	1		1
308386592530_4840517	1		1
308386597800_1700339	1		1
308387762340_B787-54	1		1
308390398430_4840548	1		1
308390398430_7637035	1		1
308391327000_A3000330	3	2	1
308391647120_B743-97	15	14	1
308392724200_B414-54	1		1
308397413020_T729-7	3	2	1
308398373200_1700338	1		1
308399425150_EB3660-291		1	-1
308399425150_EB4121-245		1	-1
308399425150_EB4121-291		1	-1
308399425150_EB9630-231		1	-1
308399437160_EB3660-291	1		1
308399437160_EB4121-245	1		1
308399437160_EB4121-291	1		1
308399437160_EB9630-231	1		1
308401109460_3090277		1	-1
308401699820_B611-46	1		1
308401734560_B611-36	5	4	1
308405428240_4840508	2	1	1
308407677820_B742-45	26	25	1
308407677820_B742-52S	3	2	1
308414650410_B680-36	4	3	1
308414659510_B949-57	3	2	1
308415450031_B743-58W1	1		1
308416261700_B689-57	1		1
308417502540_7650498	1		1
308419636360_U1160118A	14	13	1
308419663550_D857-35	22	21	1
308419673500_D824-276	7	6	1
308420367420_B414-57	1		1
308421730650_9180247	4	3	1
308421797300_5080523	1		1
308421865900_T769-3	1		1
308421979740_9180218	2	1	1
308422211550_B949-58	19	18	1
308423656940_T007-527	3	2	1
308423821700_9400225	1		1
308424331410_9400225	1		1
308424365340_U1200118	1		1
308424847050_8281625	1		1
308427512100_8281525	15	14	1
308427753340_W402-68	21	20	1
308428414950_B697-57	3	2	1
308428933800_2420435	1		1
308428959110_2940211	2	1	1
308429044400_EB9630-245	1		1
308429044400_EB9630-95	4	3	1
308429044400_EW0440-268	1		1
308429959520_B947-57	1		1
308429984720_B947-54	5	4	1
308430199510_U1160018A	8	7	1
308430221650_B697-299	8	7	1
308430244750_4840471	1		1
308430244750_7407020	1		1
308430284540_B697-174	30	29	1
308432465850_D642-60	6	5	1
308432465850_D824-186	7	6	1
308432482430_D736-25	34	33	1
308432546350_W996-78	39	38	1
308433055620_U1340061	2	1	1
308433063100_1080129	8	7	1
308433081150_2090402	2	1	1
308434421910_B742-96W1	6	5	1
308434737500_B584-82	3	2	1
308435244850_B611-31	12	11	1
308435817710_W814-33	15	14	1
308435817710_W814-34	15	14	1
308435817710_W814-35	12	11	1
308435893200_B844-56S	1		1
308435991750_B985-54	4	3	1
308435991750_B985-57	4	3	1
308435991750_B985-97	7	6	1
308436135730_B787-54	1		1
308436714260_D546-32	12	11	1
308437122400_B697-177	22	21	1
308439246310_D923-50B	1		1
308439246310_D923-50T	1		1
308439673310_5590335	2	1	1
308439768250_2920435	4	3	1
308441926830_4070912	1		1
308442012010_2050217	3	2	1
308442012010_6590757	1		1
308442013850_2610738	9	8	1
308442016320_9140586	1		1
308442652510_U1090218	19	18	1
308442749810_D422-225	45	44	1
308443694110_2610735	1		1
308443836650_6330625	8	7	1
308443937450_2420438	1		1
308443970610_B743-93W9	2	1	1
308444019830_9510438	2	1	1
308444171840_D647-32	1		1
308444199030_H664-34	1		1
308444617740_A4000286	2	1	1
308445657830_B923-93	4	3	1
308446006060_B922-93W9	1		1
308446453730_3940217	1		1
308446481360_6330725	4	3	1
308446636430_3940217	1		1
308446641220_7650488	1		1
308446692060_EB9630-55	2	1	1
308446977550_B742-183	140	139	1
308447128420_6100413	1		1
308448388160_5930118	1		1
308448676120_A4000268	3	2	1
308449284860_3090177	1		1
308449336330_3090177	6	5	1
308449343660_9210364	1		1
308449345650_U1033098	1		1
308449347310_9210364	1		1
308449349630_U1033098	1		1
308449350660_2050202	1		1
308449378220_9360577	5	4	1
308450542320_D388-425	5	4	1
308450658740_3370639	4	3	1
308450732130_2590315	2	1	1
308450732130_5950514	2	1	1
308450732130_7290714	1		1
308450882630_9490261	1		1
308451583920_D423-225	3	2	1
308451646330_5990214	1		1
308451652410_D954-50	4	3	1
308451669210_B787-54	2	1	1
308452917310_H742-70	1		1
308453695010_U1090018	1		1
308453867540_6140567	7	6	1
308454065900_6140566	9	8	1
308454066340_U1210015	1		1
308454071460_2430508	1		1
308454080820_9210365	1		1
308454083140_9210465	1		1
308454969930_B401-82	64	63	1
308455147950_B947-56	1		1
308455969050_5760414	1		1
308456706740_P014-827	14	13	1
308456819110_B922-56	24	23	1
308456819110_B922-58	26	25	1
308457442220_9180282	5	4	1
308457793620_U6260613	2	1	1
308458328310_U6260658	4	3	1
308458562440_9212116	1		1
308458652040_A3000365	1		1
308458679450_U6260618	4	3	1
308458696400_1790212	1		1
308458704910_4840549	1		1
308458704910_7741038	1		1
308458707710_5390218	1		1
308458708260_1800512	10	9	1
308458714710_4840449	1		1
308458781910_4840416	1		1
308458781910_4840417	1		1
308458781910_4840516	1		1
308459131100_A4000599	1		1
308459131100_B5168-82W1	1		1
308459551060_D383-223	5	4	1
308459694230_D821-25	3	2	1
308459748460_D542-124	1		1
308460032110_B923-31	2	1	1
308460242920_6840617	2	1	1
308460875500_B615-81W1	1		1
308461027030_2610717	13	12	1
308461264440_B680-46	31	30	1
308462922410_9400225	1		1
308463542940_2430517	1		1
308463592160_5990223	5	4	1
308463632060_P321-050	6	5	1
308463690750_9210346	1		1
308464406740_P801-838	14	13	1
308464442110_U2710613	1		1
308464510560_U1160113A	4	3	1
308464814840_T736-107	2	1	1
308465042560_A3000029	5	4	1
308465042560_A3000031	9	8	1
308465042560_A3000202	3	2	1
308465937640_T789-1	20	19	1
308465937640_T954-2	12	11	1
308465954550_9360582	1		1
308466055020_D398-13	5	4	1
308466055020_D398-15	9	8	1
308466813600_U2710518	4	3	1
308468297560_9970538	8	7	1
308468664730_6330689	9	8	1
308468824330_2430525	5	4	1
308468876130_U6260647	1		1
308468877200_3460427	1		1
308469025120_7310935	2	1	1
308469025120_7310938	1		1
308470639430_D194-15	1		1
308470639430_D394-32	21	20	1
308470657300_A4000599	37	36	1
