ITNBR,HOUSE,MOHTQ,WHSLC,ITCLS,QTSYR,B2Z95S,ITDSC,TIHIUNLD,PICKPUT,ITMCLSID,UNITSWIDE,UNITLAYERS,UNITSDEEP,SCOOPQTY,SKIDSIZE,QTYCR,NBSEAT,CRTWIN,CRTLIN,CRTHIN,PRDWIN,PRDHIN,PRDLIN,ITMWEGHT,ITNBR2,OPEN_PO,SCOOP_Weight(KG),WEIGHT_RANGE,PALLETS,Unit_Weight(KG),UNIT_WEIGHT_RANGE,FWP,PRDWIN2,PRDHIN2,PRDLIN2,Unnamed: 36,Unnamed: 37
5230248RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5230248RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
2600161RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2600161RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
2600261RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2600261RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
7920594RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7920594RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
W549-48,335,2,FA00,ZECD,2,13.09,LARGE TV STAND,NO,PALLT,PAL3H,1,5,1,5,5,0,0.0,32.5,63.25,11.0,20.13,30.13,60.13,155.0,W549-48,0,351.5338,H. 700-800,1.0,70.30676,H. 70-80,0x2a,0.5113019999999999,0.7653019999999999,1.527302,,
9740044RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9740044RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
B751-57,335,44,FA00,ZSBM,7,12.06,QUEEN UPH PANEL HEADBOARD,YES,PALLT,PAL5H,1,10,1,10,3,0,0.0,55.0,68.88,5.5,4.75,71.38,65.5,81.0,B751-57,3,367.40952,I. 800-900,4.0,36.740952,D. 30-40,A3013DP1,0.12065,1.8130519999999999,1.6637,,
B803-31,335,5,FA00,ZSBM,0,40.74,DRESSER,NO,PALLT,FLOOR,1,2,3,6,3,0,0.0,23.0,77.0,39.75,19.75,39.0,73.5,281.0,B803-31,0,764.756112,R. 1600-1700,1.0,127.459352,N. 120-130,0x2a,0.5016499999999999,0.9905999999999999,1.8669,,
B803-36,335,4,FA00,ZSBM,7,9.37,BEDROOM MIRROR,NO,PALLT,PAL5H,1,9,1,9,1,0,0.0,48.38,50.5,6.63,4.25,45.0,45.0,70.0,B803-36,0,285.76296,G. 600-700,1.0,31.75144,D. 30-40,0x2a,0.10794999999999999,1.143,1.143,,
B803-46,335,4,FA00,ZSBM,0,34.51,FIVE DRAWER CHEST,NO,PALLT,FLOOROP,1,1,3,3,3,0,0.0,23.0,46.5,55.75,19.75,54.5,42.0,213.0,B803-46,0,289.845288,G. 600-700,1.0,96.615096,K. 90-100,0x2a,0.5016499999999999,1.3842999999999999,1.0668,,
669H535RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,669H535RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
5110319342,335,0,FA00,UIRP,0,0.0,OUTSIDE BACK FLAP,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5110319342,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
5110340343,335,0,FA00,UIRP,0,0.0,OUTSIDE BACK FLAP,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5110340343,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
4240158RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4240158RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
7610043RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7610043RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
B803-96,335,0,FA00,ZSBM,1,2.75,QUEEN SLEIGH RAILS,NO,PALLT,RAILS,6,5,1,30,3,0,0.0,10.0,86.5,5.5,80.25,13.25,63.38,46.0,B803-96,0,625.95696,O. 1300-1400,1.0,20.865232,C. 20-30,0x2a,2.03835,0.33654999999999996,1.609852,,
B803-97,335,0,FA00,ZSBM,0,2.75,KING SLEIGH RAILS,NO,PALLT,RAILS,5,4,1,20,3,0,0.0,10.0,86.5,5.5,80.25,13.63,79.5,49.0,B803-97,1,444.52016,K. 900-1000,1.0,22.226008,C. 20-30,0x2a,2.03835,0.346202,2.0193,,
750H018RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750H018RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
4240182RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4240182RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
5110341341,335,0,FA00,UIRP,0,0.0,OUTSIDE BACK FLAP,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5110341341,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
7680248RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7680248RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
4540174RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4540174RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
W743-68,335,45,FA00,ZECD,43,16.45,XL TV STAND W/FIREPLACE OPTION,NO,PALLT,PAL3H,1,7,1,7,5,0,0.0,39.25,77.25,9.38,18.13,36.13,74.0,158.0,W743-68,61,501.672752,M. 1100-1200,6.0,71.667536,H. 70-80,A3017DQ1,0.46050199999999997,0.917702,1.8796,,
5110419342,335,0,FA00,UIRP,0,0.0,OUTSIDE BACK FLAP,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5110419342,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
T776-1,335,142,FA00,ZVTC,28,12.0,RECTANGULAR COCKTAIL TABLE,NO,PALLT,PAL3H,1,6,1,6,4,0,0.0,43.25,27.25,8.38,40.0,17.75,54.0,118.0,T776-1,134,321.143136,H. 700-800,24.0,53.523856,F. 50-60,A3013LP1,1.016,0.45085,1.3716,,
B743-22,335,18,FA00,ZSBM,7,13.71,VANITY/MIRROR/STOOL (3/CN),NO,PALLT,PAL5H,2,3,1,6,1,0,0.0,20.67,56.5,20.28,18.0,59.38,54.0,112.436,B743-22,91,306.000420672,G. 600-700,3.0,51.000070112,F. 50-60,A3011DH1,0.4572,1.508252,1.3716,,
D394-124,335,316,FA00,ZEDF,60,2.51,UPHOLSTERED BARSTOOL (2/CN),NO,PALLT,PAL5H,3,5,2,36,1,2,0.0,18.38,42.0,11.25,21.25,41.0,18.38,22.0,D394-124,188,359.244864,H. 700-800,9.0,9.979024,A. 0-10,A3013CW1,0.53975,1.0413999999999999,0.46685199999999993,,
5110440343,335,0,FA00,UIRP,0,0.0,OUTSIDE BACK FLAP,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5110440343,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
D394-32,335,89,FA00,ZEDF,19,13.52,RECT COUNTER TABLE W/STORAGE,NO,PALLT,PAL3H,1,5,1,5,5,0,0.0,32.5,62.5,11.5,30.0,36.0,60.0,113.0,D394-32,83,256.27948,F. 500-600,18.0,51.255896,F. 50-60,A3012CB1,0.762,0.9144,1.524,,
D803-01,335,80,FA00,ZSDF,0,3.6,DINING UPH SIDE CHAIR (2/CN),NO,PALLT,PAL5H,3,5,2,26,1,2,0.0,20.5,45.75,13.25,25.25,43.5,22.63,30.5,D803-01,14,359.698456,H. 700-800,3.0,13.834556,B. 10-20,0x2a,0.64135,1.1049,0.5748019999999999,,
D803-01A,335,16,FA00,ZSDF,0,3.77,DINING UPH ARM CHAIR (2/CN),NO,PALLT,PAL5H,3,5,2,26,1,2,0.0,20.38,46.0,13.88,23.75,43.5,26.25,35.0,D803-01A,0,412.76872,K. 900-1000,1.0,15.87572,B. 10-20,0x2a,0.60325,1.1049,0.66675,,
D803-55B,335,16,FA00,ZSDF,1,5.64,RECT DRM EXTENSION TABLE BASE,NO,PALLT,PAL5H,2,4,2,16,1,0,0.0,22.88,26.0,16.38,27.0,25.5,27.0,71.0,D803-55B,1,515.280512,M. 1100-1200,1.0,32.205032,D. 30-40,0x2a,0.6858,0.6476999999999999,0.6858,,
7680249RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7680249RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
8270286RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8270286RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
D803-55T,335,16,FA00,ZSDF,1,15.89,RECT DRM EXTENSION TABLE TOP,NO,PALLT,PAL5H,1,7,1,7,3,0,0.0,47.0,75.38,7.75,106.5,3.38,43.63,164.0,D803-55T,0,520.723616,M. 1100-1200,2.0,74.389088,H. 70-80,0x2a,2.7051,0.085852,1.108202,,
D803-80,335,11,FA00,ZSDF,1,31.32,DINING ROOM BUFFET,NO,PALLT,FLOOR,2,2,1,4,1,0,0.0,21.25,71.75,35.5,18.0,34.0,69.13,204.0,D803-80,2,370.131072,I. 800-900,3.0,92.532768,K. 90-100,0x2a,0.4572,0.8635999999999999,1.7559019999999999,,
D803-81,335,3,FA00,ZSDF,0,52.63,DINING ROOM CHINA,NO,PALLT,FLOOROP,2,2,1,4,3,0,0.0,21.13,72.5,59.38,19.25,56.0,67.0,272.0,D803-81,0,493.508096,L. 1000-1100,1.0,123.377024,N. 120-130,0x2a,0.48895,1.4223999999999999,1.7018,,
D813-00,335,11,FA00,ZSDF,0,6.4,DINING ROOM BENCH,NO,PALLT,PAL5H,3,6,1,18,3,0,0.0,19.5,69.75,8.13,16.0,19.25,66.0,55.0,D813-00,0,449.05608,K. 900-1000,1.0,24.94756,C. 20-30,0x2a,0.4064,0.48895,1.6764,,
D813-01,335,226,FA00,ZSDF,178,3.48,DINING UPH SIDE CHAIR (2/CN),NO,PALLT,PAL5H,3,5,1,26,1,2,0.0,20.38,43.75,13.5,24.13,42.0,19.63,19.5,D813-01,0,229.971144,F. 500-600,9.0,8.845044,A. 0-10,0x2a,0.612902,1.0668,0.49860199999999993,,
4240174RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4240174RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
8360104RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8360104RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
T776-3,335,139,FA00,ZVTC,30,4.78,RECTANGULAR END TABLE,NO,PALLT,PAL5H,2,6,2,24,1,0,0.0,26.63,30.25,10.25,26.88,24.0,23.75,53.0,T776-3,334,576.969024,N. 1200-1300,6.0,24.040376,C. 20-30,A3012ET1,0.6827519999999999,0.6095999999999999,0.60325,,
B751-54,335,22,FA00,ZSBM,7,5.87,QUEEN PANEL FOOTBOARD,NO,PALLT,PAL5H,2,10,1,20,3,0,0.0,26.25,70.25,5.5,2.5,26.13,66.5,43.0,B751-54,21,390.08912,I. 800-900,1.0,19.504456,B. 10-20,A3011FB1,0.0635,0.6637019999999999,1.6890999999999998,,
B751-96W1,335,13,FA00,ZSBM,4,5.21,QUEEN PANEL RAILS W/ROLL SLATS,NO,PALLT,RAILS,5,3,1,15,3,0,0.0,12.0,88.19,8.5,82.5,14.25,63.0,43.85,B751-96W1,28,298.350138,G. 600-700,1.0,19.8900092,B. 10-20,0x2a,2.0955,0.36195,1.6001999999999998,,
B751-58W1,335,22,FA00,ZSBM,11,14.02,KING UPHOLSTERED HEADBOARD,NO,PALLT,PAL5H,1,8,1,8,3,0,0.0,52.95,80.15,5.71,3.25,71.0,76.75,97.766,B751-58W1,92,354.767003776,H. 700-800,3.0,44.345875472,E. 40-50,0x2a,0.08255,1.8034,1.94945,,
8360176RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8360176RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
D813-02,335,106,FA00,ZSDF,0,3.15,DINING UPH SIDE CHAIR (2/CN),NO,PALLT,PAL5H,3,5,1,26,1,2,0.0,20.5,43.75,12.13,22.0,41.75,19.75,19.0,D813-02,0,224.074448,E. 400-500,4.0,8.618248,A. 0-10,0x2a,0.5588,1.06045,0.5016499999999999,,
D813-55B,335,52,FA00,ZSDF,22,4.96,RECT DRM EXTENSION TABLE BASE,NO,PALLT,PAL5H,3,4,2,16,1,0,0.0,17.13,31.5,15.88,50.75,25.63,29.75,66.0,D813-55B,1,478.993152,L. 1000-1100,3.0,29.937072,C. 20-30,0x2a,1.28905,0.651002,0.7556499999999999,,
D813-55T,335,52,FA00,ZSDF,22,12.67,RECT DRM EXTENSION TABLE TOP,NO,PALLT,PAL5H,1,8,1,8,3,0,0.0,51.0,81.75,5.25,103.25,2.75,48.0,180.0,D813-55T,1,653.17248,P. 1400-1500,7.0,81.64656,I. 80-90,0x2a,2.62255,0.06985,1.2191999999999998,,
D813-60,335,28,FA00,ZSDF,0,28.43,DINING ROOM SERVER,NO,PALLT,FLOOROP,1,2,3,6,3,0,0.0,20.88,64.25,36.63,18.0,35.0,62.18,172.0,D813-60,0,468.106944,L. 1000-1100,5.0,78.017824,H. 70-80,0x2a,0.4572,0.889,1.579372,,
T776-4,335,85,FA00,ZVTC,6,7.77,SOFA TABLE,NO,PALLT,PAL5H,2,8,1,16,3,0,0.0,30.88,63.25,6.88,18.0,31.88,60.0,81.0,T776-4,130,587.855232,N. 1200-1300,5.0,36.740952,D. 30-40,A3012KX1,0.4572,0.8097519999999999,1.524,,
5110441343,335,0,FA00,UIRP,0,0.0,OUTSIDE BACK FLAP,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5110441343,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
3450220RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3450220RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
3450235RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3450235RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
3450238RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3450238RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
3450239RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3450239RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
3450314RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3450314RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
3450320RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3450320RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
3450338RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3450338RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
3450339RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3450339RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
4530247RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4530247RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
4530252RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4530252RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
4530281RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4530281RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
B552-82W1,335,21,FA00,ZEBR,0,7.75,KING BOOKCASE HDBD/FTBD,NO,PALLT,PAL5H,2,6,1,12,3,0,0.0,32.5,77.33,5.33,4.72,55.98,74.8,173.8,B552-82W1,0,946.0114752,V. 2000-2100,2.0,78.8342896,H. 70-80,0x2a,0.119888,1.421892,1.8999199999999998,,
1890638042,335,0,FA00,UIRP,0,0.0,OUTSIDE BACK SEW KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1890638042,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
8721408RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8721408RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
EB3392-112,335,1,FA00,ZEAB,0,3.84,FULL PLATFORM BED,NO,PALLT,PAL5H,4,5,1,20,3,0,0.0,10.0,80.5,8.25,77.56,15.31,56.22,82.0,EB3392-112,0,743.89088,R. 1600-1700,1.0,37.194544,D. 30-40,0x2a,1.970024,0.388874,1.4279879999999998,,
1890638084,335,0,FA00,UIRP,0,0.12,TOSS PILLOW SEW KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,1890638084,0,0.0,A. 0-100,,0.39462504,A. 0-10,0x2a,0.0,0.0,0.0,,
8721410RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8721410RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
8721416RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8721416RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
1890638181,335,0,FA00,UIRP,0,0.24,LEFT ARM FACING IN/OUT ARM,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41,1890638181,0,0.0,A. 0-100,,0.63956472,A. 0-10,0x2a,0.0,0.0,0.0,,
EB3660-113,335,16,FA00,ZEAB,3,3.94,QUEEN PLATFORM BED,NO,PALLT,PAL5H,4,5,1,20,3,0,0.0,10.01,84.3,8.0,83.07,15.31,62.64,91.0,EB3660-113,13,825.53744,T. 1800-1900,1.0,41.276872,E. 40-50,A3015JQ1,2.109978,0.388874,1.591056,,
EB4121-156,335,1,FA00,ZEAB,0,1.75,FULL CROSSBUCK PANEL HDBD,NO,PALLT,PAL5H,4,5,1,20,3,0,0.0,15.75,62.75,3.0,2.09,52.91,56.38,46.0,EB4121-156,2,417.30464,K. 900-1000,1.0,20.865232,C. 20-30,0x2a,0.053085999999999994,1.3439139999999998,1.432052,,
B777-157,335,7,FA00,ZSBM,1,14.18,QUEEN UPH PANEL HEADBOARD,NO,PALLT,PAL5H,1,8,1,8,3,0,0.0,49.5,72.0,6.88,4.25,68.0,68.5,92.0,B777-157,5,333.843712,H. 700-800,1.0,41.730464,E. 40-50,0x2a,0.10794999999999999,1.7271999999999998,1.7399,,
8721417RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8721417RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
EB5514-112,335,1,FA00,ZEAB,0,3.84,FULL PLATFORM BED,NO,PALLT,PAL5H,4,5,1,20,3,0,0.0,10.0,80.5,8.25,77.56,15.31,56.22,82.0,EB5514-112,0,743.89088,R. 1600-1700,1.0,37.194544,D. 30-40,0x2a,1.970024,0.388874,1.4279879999999998,,
EB5514-163,335,0,FA00,ZEAB,0,1.04,T BOOKCASE STORAGE W/END PANEL,NO,PALLT,PAL5H,4,5,1,20,3,0,0.0,7.75,46.5,5.0,80.43,25.83,38.9,35.0,EB5514-163,0,317.5144,H. 700-800,1.0,15.87572,B. 10-20,0x2a,2.042922,0.6560819999999999,0.9880599999999999,,
8721466RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8721466RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
1890638281,335,0,FA00,UIRP,0,0.23,RIGHT ARM FACING IN/OUT ARM,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26,1890638281,0,0.0,A. 0-100,,0.57152592,A. 0-10,0x2a,0.0,0.0,0.0,,
8721467RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8721467RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
EB5514-165,335,0,FA00,ZEAB,0,1.38,F BOOKCASE STORAGE W/END PANEL,NO,PALLT,PAL5H,4,5,1,20,3,0,0.0,7.75,61.5,5.0,80.47,25.83,53.9,39.0,EB5514-165,0,353.80176,H. 700-800,1.0,17.690088,B. 10-20,0x2a,2.043938,0.6560819999999999,1.36906,,
8721483RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8721483RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
8731367RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8731367RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
3450335RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3450335RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
8721367RP,335,0,S01ST1,UIRP,0,0.0,REPLACEMENT PART KIT,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8721367RP,0,0.0,A. 0-100,,0.0,A. 0-10,0x2a,0.0,0.0,0.0,,
D546-130,335,2,FA00,ZEDF,0,1.56,TALL UPH SWIVEL STOOL (1/CN),NO,PALLT,PAL3H,2,10,2,40,4,0,0.0,22.75,29.5,8.0,19.0,30.25,19.0,13.5,D546-130,0,244.93968,F. 500-600,1.0,6.123492,A. 0-10,0x2a,0.4826,0.76835,0.4826,,
D546-224,335,0,FA00,ZEDF,0,1.43,SWIVEL BARSTOOL (2/CN),NO,PALLT,,0,0,0,0,0,2,0.0,18.0,33.25,8.25,17.5,24.0,17.5,18.5,D546-224,0,0.0,A. 0-100,,8.391452,A. 0-10,A3016HS1,0.4445,0.6095999999999999,0.4445,,
D546-230,335,0,FA00,ZEDF,0,1.62,TALL SWIVEL BARSTOOL (2/CN),NO,PALLT,,0,0,0,0,0,2,0.0,19.63,33.0,8.63,17.5,29.75,17.5,20.0,D546-230,0,0.0,A. 0-100,,9.07184,A. 0-10,0x2a,0.4445,0.7556499999999999,0.4445,,
5130213042KD,335,0,FA00,UIRP,0,0.63,OUTSIDE BACK SEW KIT-KD,NO,PALLT,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,5130213042KD,0,0.0,A. 0-100,,0.39462504,A. 0-10,0x2a,0.0,0.0,0.0,,
