Warehouse,Location,Loc_Type,Item,Replen Level,Replen Qty,Uom,Capacity Qty,Pick Put Id,Class Id,Fwd Qty,Current Utilized,Notfwd Qty,Potential Utilized,Pallet Type,Pick Trans Qty,TripQty,CO_Qty,Disabled,STO
335,A3012JZ1,P,B5705-97,170,85,EA,255,PALLT,RAILS,81,0.3176,0,0.3176,5 x 7 ORANGE,18,8,4,Active,81
335,A3015KT1,P,B584-81,0,3,EA,3,PALLT,PAL5H,3,1.0,21,8.0,5 x 7 ORANGE,97,18,310,Active,3
335,A3010EX1,P,B584-82,0,3,EA,3,PALLT,PAL5H,1,0.3333,90,30.3333,5 X 8 PURPLE,101,67,669,Active,2
335,A3017PP1,P,B584-94,0,6,EA,6,PALLT,PAL3H,4,0.6667,0,0.6667,3.5 X 7  PAL3D,27,0,62,Active,4
335,A3013HY1,P,B584-96,8,8,EA,16,PALLT,PAL3H,14,0.875,48,3.875,3.5 X 7  PAL3D,319,51,980,Active,16
335,A3012ER1,P,B602-157,16,8,EA,24,PALLT,PAL3H,17,0.7083,48,2.7083,3.5 X 7  PAL3D,193,72,411,Active,17
335,A3010EN1,P,B602-158,0,6,EA,6,PALLT,PAL5H,4,0.6667,48,8.6667,5 X 8 PURPLE,132,49,300,Active,4
335,A3017LF1,P,B602-36,0,12,EA,12,PALLT,PAL3H,6,0.5,12,1.5,3.5 X 5  PAL3H,94,14,128,Active,6
335,A3012CJ1,P,B602-54S,20,10,EA,30,PALLT,PAL5H,29,0.9667,20,1.6333,5 x 7 ORANGE,192,70,512,Active,29
335,A3013GK1,P,B602-56S,16,8,EA,24,PALLT,PAL5H,7,0.2917,0,0.2917,5 x 7 ORANGE,176,47,309,Active,7
335,A3011EG1,P,B602-93,24,8,EA,32,PALLT,PAL5H,32,1.0,72,3.25,5 x 5 wood pallet,198,112,613,Active,32
335,A3010GX1,P,B602-97S,0,8,EA,8,PALLT,PAL5H,6,0.75,8,1.75,5 X 8 PURPLE,207,118,722,Active,6
335,A3017LH1,P,B611-36,0,11,EA,11,PALLT,PAL3H,7,0.6364,32,3.5455,3.5 X 5  PAL3H,28,29,70,Active,7
335,A3014KV1,P,B611-92,0,8,EA,8,PALLT,PAL5H,4,0.5,64,8.5,5 x 5 wood pallet,37,40,92,Active,4
335,A3010GC1,P,B611-99,0,28,EA,28,PALLT,RAILS,17,0.6071,30,1.6786,5 X 8 PURPLE,48,25,49,Active,17
335,A3017LR1,P,B615-36,0,12,EA,12,PALLT,PAL3H,6,0.5,7,1.0833,3.5 X 5  PAL3H,76,6,99,Active,6
335,A3012FQ1,P,B615-81,6,6,EA,12,PALLT,PAL5H,9,0.75,12,1.75,5 x 7 ORANGE,53,20,65,Active,9
335,A3017DJ1,P,B615-81W1,0,6,EA,6,PALLT,PAL3H,3,0.5,5,1.3333,3.5 X 7  PAL3D,7,0,9,Active,3
335,A3012GK1,P,B615-82,14,7,EA,21,PALLT,PAL5H,13,0.619,0,0.619,5 x 7 ORANGE,71,17,110,Active,13
335,A3017HL1,P,B615-82W1,0,6,EA,6,PALLT,PAL3H,4,0.6667,10,2.3333,3.5 X 7  PAL3D,23,5,44,Active,4
335,A3013MK1,P,B615-92,16,8,EA,24,PALLT,PAL3H,21,0.875,31,2.1667,3.5 X 5  PAL3H,108,42,220,Active,21
335,A3012LE1,P,B615-92W9,24,8,EA,32,PALLT,PAL3H,9,0.2813,0,0.2813,3.5 X 5  PAL3H,30,10,85,Active,9
335,A3010JT1,P,B615-97,0,15,EA,15,PALLT,RAILS,5,0.3333,16,1.4,5 X 8 PURPLE,109,18,153,Active,5
335,A3017GH1,P,B618-36,0,12,EA,12,PALLT,PAL3H,3,0.25,0,0.25,3.5 X 5  PAL3H,9,1,2,Active,3
335,A3015KD1,P,B618-56,0,18,EA,18,PALLT,PAL5H,7,0.3889,0,0.3889,5 x 7 ORANGE,1,1,0,Active,7
335,A3016JW1,P,B618-92,0,8,EA,8,PALLT,PAL5H,2,0.25,0,0.25,5 x 5 wood pallet,11,2,0,Active,2
335,A3017KP1,P,B622-36,0,20,EA,20,PALLT,PAL3H,8,0.4,40,2.4,3.5 X 7  PAL3D,12,1,3,Active,8
335,A3010EF1,P,B622-56,0,12,EA,12,PALLT,PAL5H,4,0.3333,48,4.3333,5 X 8 PURPLE,15,13,3,Active,4
335,A3015FT1,P,B622-57,0,10,EA,10,PALLT,PAL5H,1,0.1,0,0.1,5 x 7 ORANGE,5,1,0,Active,1
335,A3012FZ1,P,B622-58,10,10,EA,20,PALLT,PAL5H,18,0.9,10,1.4,5 x 7 ORANGE,17,5,3,Active,18
335,A3011JD1,P,B622-92,24,8,EA,32,PALLT,PAL5H,13,0.4063,0,0.4063,5 x 5 wood pallet,20,12,12,Active,13
335,A3016HX1,P,B633-36,0,13,EA,13,PALLT,PAL3H,11,0.8462,82,7.1538,3.5 X 5  PAL3H,53,53,141,Active,11
335,A3013CH1,P,B633-74,30,15,EA,45,PALLT,PAL5H,33,0.7333,254,6.3778,5 x 7 ORANGE,143,155,581,Active,35
335,A3015FP1,P,B633-76,0,15,EA,15,PALLT,PAL5H,12,0.8,227,15.9333,5 x 7 ORANGE,139,129,455,Active,14
335,A3012HR1,P,B633-77,18,18,EA,36,PALLT,PAL5H,25,0.6944,108,3.6944,5 x 7 ORANGE,147,153,559,Active,27
335,A3012ES1,P,B633-78,36,18,EA,54,PALLT,PAL5H,34,0.6296,0,0.6296,5 x 7 ORANGE,192,136,502,Active,36
335,A3012GY1,P,B633-92,36,12,EA,48,PALLT,PAL5H,39,0.8125,525,11.75,5 x 5 wood pallet,198,300,1142,Active,39
335,A3015QW1,P,B647-97W1,0,20,EA,20,PALLT,RAILS,6,0.3,0,0.3,3.5 X 7  PAL3D,0,0,0,Active,6
335,A3015JZ1,P,B680-186,0,18,EA,18,PALLT,RAILS,8,0.4444,4,0.6667,5 x 7 ORANGE,43,0,26,Pillars,8
335,A3017QT1,P,B680-36,0,13,EA,13,PALLT,PAL3H,9,0.6923,0,0.6923,3.5 X 5  PAL3H,87,25,79,Active,9
335,A3016DB1,P,B680-52,0,22,EA,22,PALLT,PAL3H,2,0.0909,0,0.0909,3.5 X 5  PAL3H,29,2,67,Active,2
335,A3017NB1,P,B680-53,0,10,EA,10,PALLT,PAL3H,7,0.7,0,0.7,3.5 X 5  PAL3H,27,3,78,Active,7
335,A3017MD1,P,B680-54,0,20,EA,20,PALLT,PAL3H,18,0.9,0,0.9,3.5 X 7  PAL3D,91,17,168,Active,18
335,A3015ML1,P,B680-54S,0,10,EA,10,PALLT,PAL5H,5,0.5,15,2.0,5 x 7 ORANGE,9,13,36,Active,5
335,A3010GR1,P,B680-56,0,20,EA,20,PALLT,PAL5H,2,0.1,9,0.55,5 X 8 PURPLE,43,4,91,Active,2
335,A3015QP1,P,B680-56W1,0,8,EA,8,PALLT,RAILS,1,0.125,0,0.125,3.5 X 7  PAL3D,7,5,7,Active,1
335,A3012KR1,P,B680-57,10,10,EA,20,PALLT,PAL3H,14,0.7,10,1.2,3.5 X 7  PAL3D,113,33,204,Active,14
335,A3010EA1,P,B680-58,0,9,EA,9,PALLT,PAL5H,2,0.2222,16,2.0,5 X 8 PURPLE,44,9,104,Active,2
335,A3015QT1,P,B680-84,0,14,EA,14,PALLT,RAILS,13,0.9286,14,1.9286,3.5 X 7  PAL3D,66,16,91,Active,13
335,A3015QV1,P,B680-84S,0,8,EA,8,PALLT,RAILS,2,0.25,5,0.875,5 x 7 ORANGE,7,2,20,Active,2
335,A3015NU1,P,B680-86,0,20,EA,20,PALLT,RAILS,13,0.65,0,0.65,3.5 X 7  PAL3D,89,22,191,Active,13
335,A3017FM1,P,B680-87,0,10,EA,10,PALLT,PAL3H,9,0.9,0,0.9,3.5 X 7  PAL3D,67,17,129,Active,9
335,A3011GT1,P,B680-92,24,8,EA,32,PALLT,PAL3H,32,1.0,176,6.5,3.5 X 5  PAL3H,189,212,379,Active,32
335,A3010NC1,P,B680-97,0,25,EA,25,PALLT,RAILS,22,0.88,6,1.12,5 X 8 PURPLE,109,28,257,Active,22
335,A3015QF1,P,B680-97W1,0,21,EA,21,PALLT,RAILS,7,0.3333,0,0.3333,3.5 X 7  PAL3D,12,4,7,Active,7
335,A3015LL1,P,B683-97,0,24,EA,24,PALLT,RAILS,1,0.0417,0,0.0417,3.5 X 7  PAL3D,9,0,0,Active,1
335,A3015JX1,P,B685-186,0,18,EA,18,PALLT,RAILS,4,0.2222,4,0.4444,5 x 7 ORANGE,4,2,11,Active,4
335,A3017EZ1,P,B685-36,0,13,EA,13,PALLT,PAL3H,4,0.3077,10,1.0769,3.5 X 5  PAL3H,37,10,167,Active,4
335,A3016KE1,P,B685-52,0,24,EA,24,PALLT,PAL5H,2,0.0833,0,0.0833,5 x 5 wood pallet,10,1,31,Pillars,2
335,A3011CU1,P,B685-54,40,20,EA,60,PALLT,PAL3H,21,0.35,0,0.35,3.5 X 7  PAL3D,48,15,168,Active,21
335,A3011DJ1,P,B685-56,20,20,EA,40,PALLT,PAL5H,6,0.15,0,0.15,5 X 8 PURPLE,41,1,41,Active,6
335,A3012FX1,P,B685-57,10,10,EA,20,PALLT,PAL3H,14,0.7,20,1.7,3.5 X 7  PAL3D,56,21,200,Active,14
335,A3010CW1,P,B685-58,0,7,EA,7,PALLT,PAL5H,2,0.2857,14,2.2857,5 X 8 PURPLE,38,1,66,Active,2
335,A3017RC1,P,B685-84,0,20,EA,20,PALLT,PAL3H,9,0.45,0,0.45,3.5 X 7  PAL3D,27,7,44,Active,9
335,A3015QC1,P,B685-86,0,28,EA,28,PALLT,RAILS,1,0.0357,15,0.5714,3.5 X 7  PAL3D,48,8,71,Active,1
335,A3012HX1,P,B685-87,10,10,EA,20,PALLT,PAL3H,13,0.65,0,0.65,3.5 X 7  PAL3D,33,7,57,Active,13
335,A3012GJ1,P,B685-92,24,8,EA,32,PALLT,PAL3H,30,0.9375,8,1.1875,3.5 X 5  PAL3H,82,32,451,Active,30
335,A3010GJ1,P,B685-97,0,25,EA,25,PALLT,RAILS,10,0.4,17,1.08,5 X 8 PURPLE,97,16,225,Active,10
335,A3017EG1,P,B687-36,0,13,EA,13,PALLT,PAL3H,7,0.5385,0,0.5385,3.5 X 5  PAL3H,44,25,51,Active,7
335,A3017NV1,P,B687-53,0,10,EA,10,PALLT,PAL3H,6,0.6,0,0.6,3.5 X 5  PAL3H,13,3,31,Active,6
335,A3017HS1,P,B687-54,0,24,EA,24,PALLT,PAL3H,7,0.2917,6,0.5417,3.5 X 7  PAL3D,82,15,125,Active,7
335,A3010LR1,P,B687-56,0,20,EA,20,PALLT,PAL5H,1,0.05,15,0.8,5 X 8 PURPLE,41,12,64,Active,1
335,A3013KE1,P,B687-56W1,16,16,EA,32,PALLT,PAL3H,9,0.2813,0,0.2813,3.5 X 7  PAL3D,7,13,1,Active,9
335,A3017FT1,P,B687-57,0,10,EA,10,PALLT,PAL3H,4,0.4,10,1.4,3.5 X 7  PAL3D,75,16,144,Active,4
335,A3010GD1,P,B687-58,0,9,EA,9,PALLT,PAL5H,3,0.3333,6,1.0,5 X 8 PURPLE,38,12,77,Active,3
335,A3017RH1,P,B687-58W1,0,10,EA,10,PALLT,PAL3H,3,0.3,7,1.0,3.5 X 7  PAL3D,7,13,1,Active,3
335,A3012FH1,P,B687-84,20,20,EA,40,PALLT,PAL3H,19,0.475,0,0.475,3.5 X 7  PAL3D,30,8,61,Active,19
335,A3015LK1,P,B687-86,0,28,EA,28,PALLT,RAILS,12,0.4286,5,0.6071,3.5 X 7  PAL3D,45,6,88,Active,12
335,A3017FL1,P,B687-87,0,10,EA,10,PALLT,PAL3H,5,0.5,18,2.3,3.5 X 7  PAL3D,35,11,73,Active,5
335,A3015KY1,P,B687-92,0,16,EA,16,PALLT,PAL5H,1,0.0625,95,6.0,5 x 7 ORANGE,126,129,251,Active,1
335,A3010JX1,P,B687-97,0,25,EA,25,PALLT,RAILS,4,0.16,18,0.88,5 X 8 PURPLE,120,29,186,Active,4
335,A3017NH1,P,B689-36,0,12,EA,12,PALLT,PAL3H,9,0.75,0,0.75,3.5 X 5  PAL3H,131,26,180,Active,9
335,A3010EK1,P,B689-54,0,12,EA,12,PALLT,RAILS,3,0.25,24,2.25,5 X 8 PURPLE,292,47,226,Active,3
335,A3011FC1,P,B689-56,12,12,EA,24,PALLT,RAILS,21,0.875,36,2.375,5 X 8 PURPLE,364,73,480,Active,21
335,A3011DX1,P,B689-57,9,9,EA,18,PALLT,PAL5H,18,1.0,9,1.5,5 x 7 ORANGE,242,48,239,Active,18
335,A3010GZ1,P,B689-58,0,6,EA,6,PALLT,PAL5H,6,1.0,48,9.0,5 X 8 PURPLE,219,73,513,Active,6
335,A3016GJ1,P,B689-92,0,8,EA,8,PALLT,PAL3H,1,0.125,104,13.125,3.5 X 5  PAL3H,329,119,942,Active,1
335,A3017JS1,P,B694-36,0,12,EA,12,PALLT,PAL3H,2,0.1667,0,0.1667,3.5 X 5  PAL3H,1,0,6,Active,2
335,A3013FW1,P,B694-82W1,6,6,EA,12,PALLT,PAL5H,6,0.5,0,0.5,5 x 7 ORANGE,3,2,14,Active,6
335,A3013FQ1,P,B694-93W9,16,8,EA,24,PALLT,PAL5H,2,0.0833,0,0.0833,5 x 5 wood pallet,6,0,19,Active,2
335,A3012KA1,P,B697-174,6,6,EA,12,PALLT,PAL5H,10,0.8333,18,2.3333,5 x 7 ORANGE,125,106,431,Active,10
335,A3012FE1,P,B697-176,6,6,EA,12,PALLT,PAL5H,9,0.75,6,1.25,5 x 7 ORANGE,132,125,456,Active,9
335,A3012GC1,P,B697-176W1,12,6,EA,18,PALLT,PAL5H,14,0.7778,56,3.8889,5 x 7 ORANGE,16,39,24,Active,14
335,A3017MW1,P,B697-177,0,9,EA,9,PALLT,PAL3H,1,0.1111,18,2.1111,3.5 X 7  PAL3D,179,100,374,Active,1
335,A3017FJ1,P,B697-178,0,9,EA,9,PALLT,PAL3H,3,0.3333,130,14.7778,3.5 X 7  PAL3D,169,126,448,Active,3
335,A3017DG1,P,B697-178W1,0,9,EA,9,PALLT,PAL3H,6,0.6667,26,3.5556,3.5 X 7  PAL3D,23,39,12,Active,6
335,A3010GN1,P,B697-197W1,0,28,EA,28,PALLT,RAILS,16,0.5714,15,1.1071,5 X 8 PURPLE,50,39,29,Active,16
335,A3010JQ1,P,B697-298,0,18,EA,18,PALLT,RAILS,17,0.9444,0,0.9444,5 X 8 PURPLE,195,98,448,Active,17
335,A3010LW1,P,B697-299,0,18,EA,18,PALLT,RAILS,13,0.7222,0,0.7222,5 X 8 PURPLE,235,126,405,Active,13
335,A3017NS1,P,B697-36,0,10,EA,10,PALLT,PAL3H,9,0.9,105,11.4,3.5 X 5  PAL3H,160,95,309,Active,9
335,A3017MT1,P,B697-54,0,8,EA,8,PALLT,PAL3H,1,0.125,42,5.375,3.5 X 7  PAL3D,51,29,108,Active,1
335,A3010LD1,P,B697-56,0,12,EA,12,PALLT,PAL5H,5,0.4167,41,3.8333,5 X 8 PURPLE,70,42,173,for RPC,5
335,A3017RA1,P,B697-56W1,0,8,EA,8,PALLT,PAL3H,2,0.25,0,0.25,3.5 X 7  PAL3D,8,2,9,Active,2
335,A3017RL1,P,B697-57,0,8,EA,8,PALLT,PAL3H,3,0.375,48,6.375,3.5 X 7  PAL3D,69,34,174,Active,3
335,A3010GT1,P,B697-58,0,7,EA,7,PALLT,PAL5H,4,0.5714,33,5.2857,5 X 8 PURPLE,92,36,214,Active,4
335,A3013CU1,P,B697-58W1,18,9,EA,27,PALLT,PAL5H,19,0.7037,36,2.037,5 x 7 ORANGE,4,2,4,Active,19
335,A3011ME1,P,B697-92,16,8,EA,24,PALLT,PAL5H,23,0.9583,696,29.9583,5 x 5 wood pallet,287,348,1297,Active,23
335,A3011FA1,P,B697-96,25,25,EA,50,PALLT,RAILS,34,0.68,0,0.68,5 X 8 PURPLE,53,29,114,Active,34
335,A3010GG1,P,B697-97,0,20,EA,20,PALLT,RAILS,1,0.05,43,2.2,5 X 8 PURPLE,66,41,167,CrossAisle,1
335,A3015NR1,P,B697-98W1,0,18,EA,18,PALLT,RAILS,13,0.7222,0,0.7222,5 x 7 ORANGE,0,0,9,Active,13
335,A3014JY1,P,B733-36,0,11,EA,11,PALLT,PAL3H,7,0.6364,0,0.6364,3.5 X 5  PAL3H,56,4,194,Active,7
335,A3015FB1,P,B733-54,0,16,EA,16,PALLT,PAL5H,12,0.75,0,0.75,5 x 7 ORANGE,49,2,132,Active,12
335,A3010NA1,P,B733-56,0,14,EA,14,PALLT,PAL5H,2,0.1429,12,1.0,5 X 8 PURPLE,59,12,167,Active,2
335,A3017RK1,P,B733-57,0,10,EA,10,PALLT,PAL3H,5,0.5,16,2.1,3.5 X 7  PAL3D,69,9,216,Active,5
335,A3010JA1,P,B733-58,0,8,EA,8,PALLT,PAL5H,5,0.625,24,3.625,5 X 8 PURPLE,90,12,253,Active,5
335,A3015HQ1,P,B733-74,0,6,EA,6,PALLT,PAL5H,5,0.8333,3,1.3333,5 x 7 ORANGE,59,4,159,Active,5
335,A3013DE1,P,B733-76,6,6,EA,12,PALLT,PAL5H,7,0.5833,25,2.6667,5 x 7 ORANGE,48,14,186,Active,7
335,A3017KZ1,P,B733-77,0,10,EA,10,PALLT,PAL3H,1,0.1,3,0.4,3.5 X 7  PAL3D,33,1,69,Active,1
335,A3017RS1,P,B733-78,0,8,EA,8,PALLT,PAL3H,8,1.0,7,1.875,3.5 X 7  PAL3D,23,12,96,Active,8
335,A3011GN1,P,B733-92,24,8,EA,32,PALLT,PAL5H,27,0.8438,64,2.8438,5 x 5 wood pallet,191,40,859,Active,27
335,A3015LP1,P,B733-98,0,12,EA,12,PALLT,RAILS,10,0.8333,0,0.8333,3.5 X 7  PAL3D,68,3,151,Active,10
335,A3011FR1,P,B733-99,24,24,EA,48,PALLT,RAILS,8,0.1667,0,0.1667,5 X 8 PURPLE,38,16,162,Active,8
335,A3015NE1,P,B735-97,0,15,EA,15,PALLT,RAILS,1,0.0667,4,0.3333,3.5 X 7  PAL3D,0,0,5,Active,1
335,A3015QS1,P,B742-183,0,21,EA,21,PALLT,RAILS,15,0.7143,63,3.7143,3.5 X 7  PAL3D,96,41,562,Active,15
335,A3012JT1,P,B742-22,24,8,CN,32,PALLT,PAL5H,10,0.3125,0,0.3125,5 x 5 wood pallet,38,7,79,Active,10
335,A3017FU1,P,B742-25,0,36,EA,36,PALLT,PAL3H,36,1.0,0,1.0,3.5 X 7  PAL3D,30,7,70,Active,36
335,A3017CP1,P,B742-36,0,12,EA,12,PALLT,PAL3H,12,1.0,60,6.0,3.5 X 5  PAL3H,143,27,462,Active,12
335,A3014CA1,P,B742-52S,0,8,EA,8,PALLT,PAL5H,1,0.125,1,0.25,5 x 5 wood pallet,17,7,114,Active,1
335,A3017EW1,P,B742-53,0,10,EA,10,PALLT,PAL3H,2,0.2,40,4.2,3.5 X 5  PAL3H,17,6,120,Active,2
335,A3015HD1,P,B742-54,0,14,EA,14,PALLT,PAL5H,5,0.3571,42,3.3571,5 x 7 ORANGE,99,13,321,Active,5
335,A3011MC1,P,B742-56,12,12,EA,24,PALLT,PAL5H,4,0.1667,0,0.1667,5 X 8 PURPLE,85,9,352,Active,4
335,A3017FY1,P,B742-56W1,0,7,EA,7,PALLT,PAL3H,5,0.7143,7,1.7143,3.5 X 7  PAL3D,24,0,67,Active,5
335,A3015KK1,P,B742-57,0,8,EA,8,PALLT,PAL5H,6,0.75,16,2.75,5 x 7 ORANGE,83,19,503,Active,6
335,A3011KB1,P,B742-58,7,7,EA,14,PALLT,PAL5H,10,0.7143,42,3.7143,5 X 8 PURPLE,98,60,551,Active,10
335,A3012EX1,P,B742-58P,14,7,EA,21,PALLT,PAL3H,4,0.1905,0,0.1905,3.5 X 7  PAL3D,14,3,65,Active,4
335,A3012CK1,P,B742-59,28,14,EA,42,PALLT,PAL5H,21,0.5,0,0.5,5 x 7 ORANGE,32,18,25,Active,21
335,A3015DX1,P,B742-74,0,6,EA,6,PALLT,PAL5H,3,0.5,12,2.5,5 x 7 ORANGE,108,10,392,Active,3
335,A3015FX1,P,B742-76,0,6,EA,6,PALLT,PAL5H,2,0.3333,48,8.3333,5 x 7 ORANGE,75,39,424,Active,2
335,A3012FA1,P,B742-76W1,6,6,EA,12,PALLT,PAL5H,5,0.4167,0,0.4167,5 x 7 ORANGE,20,0,70,Active,5
335,A3017DD1,P,B742-77,0,9,EA,9,PALLT,PAL3H,1,0.1111,12,1.4444,3.5 X 7  PAL3D,83,9,212,Active,1
335,A3017DN1,P,B742-78,0,8,EA,8,PALLT,PAL3H,7,0.875,24,3.875,3.5 X 7  PAL3D,67,7,204,Active,7
335,A3017DH1,P,B742-78W1,0,9,EA,9,PALLT,PAL3H,4,0.4444,18,2.4444,3.5 X 7  PAL3D,20,0,69,Active,4
335,A3015HX1,P,B742-84S,0,8,EA,8,PALLT,PAL5H,6,0.75,8,1.75,5 x 7 ORANGE,87,9,417,Active,6
335,A3012FS1,P,B742-87,18,9,EA,27,PALLT,PAL3H,15,0.5556,0,0.5556,3.5 X 5  PAL3H,90,9,426,Active,15
335,A3017NN1,P,B742-91,0,8,EA,8,PALLT,PAL3H,1,0.125,175,22.0,3.5 X 5  PAL3H,145,51,440,Active,1
335,A3014GN1,P,B742-92,0,8,EA,8,PALLT,PAL5H,2,0.25,376,47.25,5 x 5 wood pallet,294,153,1849,Active,2
335,A3015NG1,P,B742-95,0,15,EA,15,PALLT,RAILS,0,0.0,2,0.1333,3.5 X 7  PAL3D,3,0,6,Active,0
335,A3011MN1,P,B742-96,50,50,EA,100,PALLT,RAILS,66,0.66,0,0.66,5 X 8 PURPLE,107,25,312,Active,66
335,A3011FH1,P,B742-97,30,30,EA,60,PALLT,RAILS,1,0.0167,0,0.0167,5 X 8 PURPLE,98,16,349,Active,1
335,A3013HV1,P,B742-98,10,10,EA,20,PALLT,RAILS,19,0.95,40,2.95,3.5 X 7  PAL3D,90,15,383,Active,19
335,A3010NK1,P,B743-196,0,15,EA,15,PALLT,PAL5H,4,0.2667,30,2.2667,5 X 8 PURPLE,34,12,146,Active,4
335,A3011FX1,P,B743-197,12,12,EA,24,PALLT,RAILS,14,0.5833,38,2.1667,5 X 8 PURPLE,44,9,267,Active,14
335,A3011DH1,P,B743-22,12,6,CN,18,PALLT,PAL3H,13,0.7222,18,1.7222,3.5 X 5  PAL3H,44,16,144,Active,13
335,A3017JB1,P,B743-26,0,12,EA,12,PALLT,PAL3H,2,0.1667,23,2.0833,3.5 X 5  PAL3H,13,7,54,Active,2
335,A3017NJ1,P,B743-36,0,9,EA,9,PALLT,PAL3H,8,0.8889,21,3.2222,3.5 X 5  PAL3H,117,23,423,Active,8
335,A3016FD1,P,B743-52,0,36,EA,36,PALLT,PAL5H,4,0.1111,9,0.3611,5 x 5 wood pallet,18,7,59,Active,4
335,A3017JN1,P,B743-53,0,10,EA,10,PALLT,PAL3H,4,0.4,9,1.3,3.5 X 5  PAL3H,18,7,62,Pillars,4
335,A3013DG1,P,B743-54,20,20,EA,40,PALLT,PAL5H,32,0.8,20,1.3,5 x 7 ORANGE,97,11,212,Active,32
335,A3013DH1,P,B743-54S,8,8,EA,16,PALLT,PAL5H,10,0.625,29,2.4375,5 x 7 ORANGE,34,11,153,Active,10
335,A3015FL1,P,B743-56,0,24,EA,24,PALLT,PAL5H,10,0.4167,48,2.4167,5 x 7 ORANGE,89,6,285,Active,10
335,A3013CJ1,P,B743-56W1,40,20,EA,60,PALLT,PAL5H,20,0.3333,0,0.3333,5 x 7 ORANGE,10,4,43,Active,20
335,A3013GN1,P,B743-57,18,9,EA,27,PALLT,PAL5H,27,1.0,45,2.6667,5 x 7 ORANGE,126,19,365,Active,27
335,A3011DU1,P,B743-58,10,10,EA,20,PALLT,PAL5H,15,0.75,80,4.75,5 x 7 ORANGE,120,15,573,Active,15
335,A3015LX1,P,B743-60,0,10,EA,10,PALLT,RAILS,10,1.0,3,1.3,3.5 X 7  PAL3D,13,4,78,Active,10
335,A3015KC1,P,B743-76,0,12,EA,12,PALLT,PAL5H,3,0.25,42,3.75,5 x 7 ORANGE,58,10,148,Active,3
335,A3015KS1,P,B743-78,0,5,EA,5,PALLT,PAL5H,2,0.4,39,8.2,5 x 7 ORANGE,46,10,151,Active,2
335,A3015FU1,P,B743-78W1,0,5,EA,5,PALLT,PAL5H,1,0.2,5,1.2,5 x 7 ORANGE,3,2,12,Active,1
335,A3015HB1,P,B743-80,0,7,EA,7,PALLT,PAL5H,7,1.0,7,2.0,5 x 7 ORANGE,18,6,83,Active,7
335,A3012DD1,P,B743-84,21,21,EA,42,PALLT,PAL5H,29,0.6905,0,0.6905,5 x 7 ORANGE,28,9,109,Active,29
335,A3015NY1,P,B743-86,0,16,EA,16,PALLT,RAILS,14,0.875,5,1.1875,3.5 X 7  PAL3D,28,9,113,Active,14
335,A3017MJ1,P,B743-87,0,10,EA,10,PALLT,PAL3H,6,0.6,26,3.2,3.5 X 7  PAL3D,29,8,115,Active,6
335,A3013HJ1,P,B743-91,32,16,EA,48,PALLT,PAL3H,38,0.7917,0,0.7917,3.5 X 5  PAL3H,95,18,254,Active,38
335,A3012GR1,P,B743-93,24,8,EA,32,PALLT,PAL5H,27,0.8438,72,3.0938,5 x 5 wood pallet,152,49,1510,Active,27
335,A3014EU1,P,B743-93W9,0,8,EA,8,PALLT,PAL5H,5,0.625,24,3.625,5 x 5 wood pallet,20,27,81,Active,5
335,A3011DE1,P,B743-96,30,30,EA,60,PALLT,RAILS,44,0.7333,0,0.7333,5 X 8 PURPLE,85,9,195,Active,44
335,A3010LC1,P,B743-97,0,30,EA,30,PALLT,RAILS,1,0.0333,55,1.8667,5 X 8 PURPLE,83,6,270,for RPC,1
335,A3010CT1,P,B743-99,0,16,EA,16,PALLT,RAILS,11,0.6875,23,2.125,5 X 8 PURPLE,52,7,131,Active,11
335,A3017ND1,P,B751-36,0,9,EA,9,PALLT,PAL3H,3,0.3333,20,2.5556,3.5 X 5  PAL3H,29,3,11,Active,3
335,A3011FB1,P,B751-54,20,20,EA,40,PALLT,PAL5H,18,0.45,0,0.45,5 x 7 ORANGE,21,0,7,Active,18
335,A3010GA1,P,B751-56,0,18,EA,18,PALLT,PAL5H,14,0.7778,0,0.7778,5 X 8 PURPLE,24,9,2,Active,14
335,A3015MG1,P,B751-56W1,0,14,EA,14,PALLT,PAL5H,4,0.2857,0,0.2857,5 x 7 ORANGE,22,0,7,Active,4
335,A3013DP1,P,B751-57,10,10,EA,20,PALLT,PAL5H,18,0.9,0,0.9,5 x 7 ORANGE,21,0,13,Active,18
335,A3012JM1,P,B751-58,16,8,EA,24,PALLT,PAL5H,21,0.875,0,0.875,5 x 7 ORANGE,23,9,2,Active,21
335,A3012GM1,P,B751-93,24,8,EA,32,PALLT,PAL5H,10,0.3125,0,0.3125,5 x 5 wood pallet,25,8,6,Active,10
335,A3010LX1,P,B751-97,0,20,EA,20,PALLT,RAILS,5,0.25,0,0.25,5 X 8 PURPLE,18,2,2,Active,5
335,A3014GS1,P,B752-36,0,10,EA,10,PALLT,PAL3H,7,0.7,21,2.8,3.5 X 5  PAL3H,86,14,120,Active,7
335,A3012KT1,P,B752-43,8,8,EA,16,PALLT,PAL3H,12,0.75,0,0.75,3.5 X 7  PAL3D,50,16,105,Active,12
335,A3013DW1,P,B752-81,10,10,EA,20,PALLT,PAL3H,11,0.55,80,4.55,3.5 X 7  PAL3D,262,108,543,Active,11
335,A3011KH1,P,B752-82,9,9,EA,18,PALLT,PAL5H,11,0.6111,99,6.1111,5 X 8 PURPLE,183,90,564,Active,11
