ITNBR,ITDSC,ITCLS,HOUSE,ONHAND,UnitPrice($USD),AMT($USD),PRODUCT_CATEGORY,PICKPUT,ITMCLSID,UNITSWIDE,UNITLAYERS,UNITSDEEP,SCOOPQTY,SCOOPWIDTH,SKIDSIZE,ITMCQTY,PALLET_QTY
120M035UN,LOVESEAT/COVER/COFFEE,ZACK,51.0,4.0,26.139936013212864,104.55974405285146,UnKits,UPH,UPHCH,2,4,2,16,1,3,6,1.0
120M038UN,SOFA/COVER/COFFEE,ZACK,51.0,4.0,33.192923112171236,132.77169244868495,UnKits,UPH,UPHCH,2,4,2,16,1,3,4,1.0
120S020UN,CHAIR/COVER/COFFEE,ZACK,51.0,6.0,18.860146388108504,113.16087832865101,UnKits,UPH,UPHCH,2,4,2,16,1,3,6,1.0
120S035UN,LOVESEAT/COVER/COFFEE,ZACK,,,27.58,,UnKits,UPH,UPHCH,1,2,4,8,1,16,6,
120S038UN,SOFA/COVER/COFFEE,ZACK,,,35.12,,UnKits,UPH,UPHCH,2,4,2,16,1,3,4,
120S046UN,ARMLESS CHAIR/COVER/COFFEE,ZACK,,,11.14,,UnKits,PURPO,,0,0,0,0,0,0,4,
120X020UN,CHAIR/COVER/COFFEE,ZACK,,,19.59,,UnKits,UPH,UPHCH,1,4,3,12,1,16,6,
120X035UN,LOVESEAT/COVER/COFFEE,ZACK,,,28.32,,UnKits,PURPO,,0,0,0,0,0,0,6,
120X036UN,FULL SOFA SLEEPER/COVER/COFFEE,ZACK,51.0,3.0,29.371547788385087,88.11464336515526,UnKits,UPH,UPHCH,2,4,2,16,1,3,4,1.0
120X038UN,SOFA/COVER/COFFEE,ZACK,,,36.18,,UnKits,PURPO,,0,0,0,0,0,0,4,
120X046UN,ARMLESS CHAIR/COVER/COFFEE,ZACK,,,11.14,,UnKits,PURPO,,0,0,0,0,0,0,4,
120X055UN,LAF LOVESEAT/COVER/COFFEE,ZACK,,,24.48,,UnKits,PURPO,,0,0,0,0,0,0,6,
120X056UN,RAF LOVESEAT/COVER/COFFEE,ZACK,,,24.48,,UnKits,PURPO,,0,0,0,0,0,0,6,
120X066UN,LAF SOFA/COVER/COFFEE,ZACK,,,39.62,,UnKits,PURPO,,0,0,0,0,0,0,4,
120X067UN,RAF SOFA/COVER/COFFEE,ZACK,,,39.69,,UnKits,PURPO,,0,0,0,0,0,0,4,
120X120UN,CHAIR/COVER/SLATE,ZACK,,,18.23505440795857,,UnKits,PURPO,,0,0,0,0,0,0,6,
120X135UN,LOVESEAT/COVER/SLATE,ZACK,,,25.353011139136715,,UnKits,PURPO,,0,0,0,0,0,0,6,
120X138UN,SOFA/COVER/SLATE,ZACK,,,32.50429943983507,,UnKits,PURPO,,0,0,0,0,0,0,4,
120X146UN,ARMLESS CHAIR/COVER/SLATE,ZACK,,,9.652877082898797,,UnKits,PURPO,,0,0,0,0,0,0,4,
120X155UN,LAF LOVESEAT/COVER/SLATE,ZACK,,,21.37765188038982,,UnKits,PURPO,,0,0,0,0,0,0,6,
120X156UN,RAF LOVESEAT/COVER/SLATE,ZACK,,,21.377922770267904,,UnKits,PURPO,,0,0,0,0,0,0,6,
120X166UN,LAF SOFA/COVER/SLATE,ZACK,,,34.57095652472243,,UnKits,PURPO,,0,0,0,0,0,0,4,
120X167UN,RAF SOFA/COVER/SLATE,ZACK,,,34.62529274254843,,UnKits,PURPO,,0,0,0,0,0,0,4,
1200008MRUN,OVER AC OTTOMAN/COVER/COFFEE,ZACK,,,10.570132175971592,,UnKits,PURPO,,0,0,0,0,0,0,18,
1200008UN,OVRSZ ACCENT OTTO/COVER/COFFEE,ZACK,,,10.06,,UnKits,PURPO,,0,0,0,0,0,0,12,
1200014UN,OTTOMAN/COVER/COFFEE,ZACK,,,7.38,,UnKits,PURPO,,0,0,0,0,0,0,6,
1200020MRUN,CHAIR/COVER/COFFEE,ZACK,,,0.0,,UnKits,PURPO,,0,0,0,0,0,0,1,
1200020UN,CHAIR/COVER/COFFEE,ZACK,,,0.0,,UnKits,PURPO,,0,0,0,0,0,0,6,
1200025MRUN,ROCKER RECLINER/COVER/COFFEE,ZACK,,,23.622016176760702,,UnKits,PURPO,,0,0,0,0,0,0,10,
1200025UN,ROCKER RECLINER/COVER/COFFEE,ZAMK,,,25.62,,UnKits,PURPO,,0,0,0,0,0,0,6,
1200035UN,LOVESEAT/COVER/COFFEE,ZACK,,,0.0,,UnKits,PURPO,,0,0,0,0,0,0,6,
1200036MRUN,FULL SOFA SLEEPER/COVER/COFFEE,ZACK,,,35.82560662852634,,UnKits,PURPO,,0,0,0,0,0,0,8,
1200036UN,FULL SOFA SLEEPER/COVER/COFFEE,ZACK,,,36.96,,UnKits,PURPO,,0,0,0,0,0,0,3,
1200038UN,SOFA/COVER/COFFEE,ZACK,,,0.0,,UnKits,PURPO,,0,0,0,0,0,0,3,
1200046UN,ARMLESS LOVESEAT/COVER/COFFEE,ZACK,,,10.46,,UnKits,PURPO,,0,0,0,0,0,0,4,
1200055MRUN,LAF LOVESEAT/COVER/COFFEE,ZACK,,,24.008680213059776,,UnKits,PURPO,,0,0,0,0,0,0,12,
1200055UN,LAF LOVESEAT/COVER/COFFEE,ZACK,,,23.9,,UnKits,PURPO,,0,0,0,0,0,0,6,
1200056MRUN,RAF LOVESEAT/COVER/COFFEE,ZACK,,,24.00473466166897,,UnKits,PURPO,,0,0,0,0,0,0,12,
1200056UN,RAF LOVESEAT/COVER/COFFEE,ZACK,,,23.9,,UnKits,PURPO,,0,0,0,0,0,0,6,
1200066MRUN,LAF SOFA/COVER/COFFEE,ZACK,,,38.84789899388439,,UnKits,PURPO,,0,0,0,0,0,0,9,
1200066UN,LAF SOFA/COVER/COFFEE,ZACK,,,38.59,,UnKits,PURPO,,0,0,0,0,0,0,4,
1200067MRUN,RAF SOFA/COVER/COFFEE,ZACK,,,38.843953442493586,,UnKits,PURPO,,0,0,0,0,0,0,9,
1200067UN,RAF SOFA/COVER/COFFEE,ZACK,,,40.64,,UnKits,PURPO,,0,0,0,0,0,0,4,
1200108UN,OVRSZ ACCENT OTTO/COVER/SLATE,ZACK,,,10.6,,UnKits,PURPO,,0,0,0,0,0,0,12,
1200114UN,OTTOMAN/COVER/SLATE,ZACK,,,7.41,,UnKits,PURPO,,0,0,0,0,0,0,24,
1200120UN,CHAIR/COVER/SLATE,ZACK,,,0.0,,UnKits,PURPO,,0,0,0,0,0,0,6,
1200125MRUN,ROCKER RECLINER/COVER/SLATE,ZACK,,,23.622016176760702,,UnKits,PURPO,,0,0,0,0,0,0,10,
1200125UN,ROCKER RECLINER/COVER/SLATE,ZAMK,,,25.61,,UnKits,PURPO,,0,0,0,0,0,0,6,
1200135UN,LOVESEAT/COVER/SLATE,ZACK,,,0.0,,UnKits,PURPO,,0,0,0,0,0,0,6,
1200136UN,FULL SOFA SLEEPER/COVER/SLATE,ZACK,,,36.96,,UnKits,PURPO,,0,0,0,0,0,0,3,
1200138UN,SOFA/COVER/SLATE,ZACK,,,0.0,,UnKits,PURPO,,0,0,0,0,0,0,3,
1200146UN,ARMLESS CHAIR/COVER/SLATE,ZACK,,,11.02,,UnKits,PURPO,,0,0,0,0,0,0,4,
1200155UN,LAF LOVESEAT/COVER/SLATE,ZACK,,,25.18,,UnKits,PURPO,,0,0,0,0,0,0,6,
1200156UN,RAF LOVESEAT/COVER/SLATE,ZACK,,,25.17,,UnKits,PURPO,,0,0,0,0,0,0,6,
1200166UN,LAF SOFA/COVER/SLATE,ZACK,,,40.65,,UnKits,PURPO,,0,0,0,0,0,0,4,
1200167UN,RAF SOFA/COVER/SLATE,ZACK,,,40.65,,UnKits,PURPO,,0,0,0,0,0,0,4,
1202008MRUN,OVRSZ ACCT OTTO/COVER/COFFEE,ZACK,,,8.216930876421385,,UnKits,PURPO,,0,0,0,0,0,0,12,
1202008UN,OVRSZ ACCT OTTO/COVER/COFFEE,ZACK,,,9.07,,UnKits,PURPO,,0,0,0,0,0,0,12,
1202014MRUN,OTTOMAN/COVER/COFFEE,ZACK,,,5.619108292325903,,UnKits,PURPO,,0,0,0,0,0,0,24,
1202014UN,OTTOMAN/COVER/COFFEE,ZACK,,,5.87,,UnKits,UPH,UPHCH,2,3,2,12,1,3,24,
1202020UN,CHAIR/COVER/COFFEE,ZACK,,,20.29,,UnKits,PURPO,,0,0,0,0,0,0,6,
1202025UN,ROCKER RECLINER/COVER/COFFEE,ZAMK,,,21.56,,UnKits,UPH,UPHCH,2,4,2,16,1,3,6,
1202035UN,LOVESEAT/COVER/COFFEE,ZACK,,,28.43,,UnKits,PURPO,,0,0,0,0,0,0,6,
1202036UN,FULL SOFA SLEEPER/COVER/COFFEE,ZACK,,,31.52,,UnKits,UPH,UPHCH,2,7,2,28,1,3,3,
1202038UN,SOFA/COVER/COFFEE,ZACK,,,36.21,,UnKits,PURPO,,0,0,0,0,0,0,4,
1202046UN,ARMLESS CHAIR/COVER/COFFEE,ZACK,,,11.14,,UnKits,PURPO,,0,0,0,0,0,0,4,
1202055UN,LAF LOVESEAT/COVER/COFFEE,ZACK,,,24.58,,UnKits,PURPO,,0,0,0,0,0,0,6,
1202056UN,RAF LOVESEAT/COVER/COFFEE,ZACK,,,24.6,,UnKits,PURPO,,0,0,0,0,0,0,6,
1202066UN,LAF SOFA/COVER/COFFEE,ZACK,,,40.29,,UnKits,PURPO,,0,0,0,0,0,0,4,
1202067UN,RAF SOFA/COVER/COFFEE,ZACK,,,40.33,,UnKits,PURPO,,0,0,0,0,0,0,4,
1202108UN,OVRSZ ACCT OTTOMAN/COVER/SLATE,ZACK,,,9.05,,UnKits,PURPO,,0,0,0,0,0,0,12,
1202114MRUN,OTTOMAN/COVER/SLATE,ZACK,,,5.623689545296508,,UnKits,PURPO,,0,0,0,0,0,0,24,
1202114UN,OTTOMAN/COVER/SLATE,ZACK,,,5.86,,UnKits,PURPO,,0,0,0,0,0,0,24,
1202120MRUN,CHAIR/COVER/SLATE,ZACK,,,17.82256644930795,,UnKits,PURPO,,0,0,0,0,0,0,6,
1202120UN,CHAIR/COVER/SLATE,ZACK,,,18.4,,UnKits,UPH,UPHCH,2,4,2,16,1,3,6,
1202125UN,ROCKER RECLINER/COVER/SLATE,ZAMK,,,21.59,,UnKits,UPH,UPHCH,1,4,3,12,1,16,6,
1202135MRUN,LOVESEAT/COVER/SLATE,ZACK,,,24.832804189718683,,UnKits,PURPO,,0,0,0,0,0,0,6,
1202135UN,LOVESEAT/COVER/SLATE,ZACK,,,25.69,,UnKits,UPH,UPHCH,2,7,2,28,1,3,6,
1202136UN,FULL SOFA SLEEPER/COVER/SLATE,ZACK,,,34.59,,UnKits,PURPO,,0,0,0,0,0,0,3,
1202138MRUN,SOFA/COVER/SLATE,ZACK,,,31.649590467098836,,UnKits,PURPO,,0,0,0,0,0,0,4,
1202138UN,SOFA/COVER/SLATE,ZACK,,,32.66,,UnKits,UPH,UPHCH,2,4,2,16,1,3,4,
1202146UN,ARMLESS CHAIR/COVER/SLATE,ZACK,,,10.60491974337463,,UnKits,PURPO,,0,0,0,0,0,0,4,
1202155UN,LAF LOVESEAT/COVER/SLATE,ZACK,,,22.84,,UnKits,PURPO,,0,0,0,0,0,0,6,
1202156UN,RAF LOVESEAT/COVER/SLATE,ZACK,,,22.84,,UnKits,PURPO,,0,0,0,0,0,0,6,
1202166UN,LAF SOFA/COVER/SLATE,ZACK,,,37.09,,UnKits,PURPO,,0,0,0,0,0,0,4,
1202167UN,RAF SOFA/COVER/SLATE,ZACK,,,37.14,,UnKits,PURPO,,0,0,0,0,0,0,4,
122X620UN,CHAIR/COVER/ONYX,ZACK,,,21.55,,UnKits,PURPO,,0,0,0,0,0,0,4,
122X635UN,LOVESEAT/COVER/ONYX,ZACK,,,34.59,,UnKits,UPH,UPHCH,2,4,2,16,1,3,4,
122X638UN,SOFA/COVER/ONYX,ZACK,,,41.94,,UnKits,UPH,UPHCH,1,3,3,9,1,16,3,
1220614UN,OTTOMAN/COVER/ONYX,ZACK,,,6.92,,UnKits,PURPO,,0,0,0,0,0,0,12,
1220620MRUN,CHAIR /COVER/ONYX,ZACK,,,24.79384493983034,,UnKits,PURPO,,0,0,0,0,0,0,8,
1220620UN,CHAIR/COVER/ONYX,ZACK,,,25.27,,UnKits,PURPO,,0,0,0,0,0,0,4,
1220635UN,LOVESEAT/COVER/ONYX,ZACK,,,36.87,,UnKits,PURPO,,0,0,0,0,0,0,4,
1220638UN,SOFA/COVER/ONYX,ZACK,,,44.44,,UnKits,PURPO,,0,0,0,0,0,0,3,
123X314UN,OTTOMAN/COVER/PARCHMENT,ZACK,,,8.97,,UnKits,PURPO,,0,0,0,0,0,0,12,
123X323UN,CHAIR AND A HALF/COVER/PARCHME,ZACK,,,23.67,,UnKits,PURPO,,0,0,0,0,0,0,4,
123X335UN,LOVESEAT/COVER/PARCHMENT,ZACK,,,39.13,,UnKits,PURPO,,0,0,0,0,0,0,4,
123X338UN,SOFA/COVER/PARCHMENT,ZACK,,,50.26,,UnKits,PURPO,,0,0,0,0,0,0,3,
1230314UN,OTTOMAN/COVER/PARCHMENT,ZACK,,,10.17,,UnKits,PURPO,,0,0,0,0,0,0,12,
1230323MRUN,CHAIR AND A HALF/COVER/PARCHME,ZACK,,,21.415471089203,,UnKits,PURPO,,0,0,0,0,0,0,4,
1230323UN,CHAIR AND A HALF/COVER/PARCHME,ZACK,,,23.8,,UnKits,PURPO,,0,0,0,0,0,0,4,
1230335UN,LOVESEAT/COVER/PARCHMENT,ZACK,,,39.51,,UnKits,PURPO,,0,0,0,0,0,0,4,
1230338UN,SOFA/COVER/PARCHMENT,ZACK,,,50.71,,UnKits,PURPO,,0,0,0,0,0,0,3,
124M477UN,WEDGE/COVER/LINEN,ZACK,,,34.79,,UnKits,UPH,UPHCH,2,7,2,28,1,3,6,
124S477UN,WEDGE/COVER/LINEN,ZACK,,,36.05,,UnKits,PURPO,,0,0,0,0,0,0,6,
124X416UN,LAF CORNER CHAISE/COVER/LINEN,ZACK,,,41.63,,UnKits,UPH,UPHCH,2,4,2,16,1,3,4,
124X417UN,RAF CORNER CHAISE/COVER/LINEN,ZACK,,,41.65,,UnKits,PURPO,,0,0,0,0,0,0,4,
124X434UN,ARMLESS LOVESEAT/COVER/LINEN,ZACK,,,33.67564023147248,,UnKits,UPH,UPHCH,2,6,2,24,1,3,6,
124X446UN,ARMLESS CHAIR/COVER/LINEN,ZACK,51.0,12.0,13.06,156.72,UnKits,UPH,UPHCH,2,4,2,16,1,3,12,1.0
124X455UN,LAF LOVESEAT/COVER/LINEN,ZACK,,,44.16,,UnKits,UPH,UPHCH,1,4,3,12,1,16,6,
124X456UN,RAF LOVESEAT/COVER/LINEN,ZACK,,,44.07,,UnKits,UPH,UPHCH,2,6,2,24,1,3,6,
124X477MRUN,WEDGE/COVER/LINEN,ZACK,,,42.14243440520813,,UnKits,PURPO,,0,0,0,0,0,0,10,
124X477UN,WEDGE/COVER/LINEN,ZACK,,,37.82,,UnKits,PURPO,,0,0,0,0,0,0,6,
1240416MRUN,LAF CORNER CHAISE/COVER/LINEN,ZACK,,,45.796014993095284,,UnKits,PURPO,,0,0,0,0,0,0,8,
1240416UN,LAF CORNER CHAISE/COVER/LINEN,ZACK,,,43.79,,UnKits,PURPO,,0,0,0,0,0,0,4,
1240417MRUN,RAF CORNER CHAISE/COVER/LINEN,ZACK,,,45.76839613335964,,UnKits,PURPO,,0,0,0,0,0,0,8,
1240417UN,RAF CORNER CHAISE/COVER/LINEN,ZACK,,,43.79,,UnKits,PURPO,,0,0,0,0,0,0,4,
1240434MRUN,ARMLESS LOVESEAT/COVER/LINEN,ZACK,,,38.153481949102385,,UnKits,PURPO,,0,0,0,0,0,0,6,
1240434UN,ARMLESS LOVESEAT/COVER/LINEN,ZACK,,,33.27,,UnKits,PURPO,,0,0,0,0,0,0,6,
1240446MRUN,ARMLESS CHAIR/COVER/LINEN,ZACK,,,15.861116591043599,,UnKits,PURPO,,0,0,0,0,0,0,12,
1240446UN,ARMLESS CHAIR/COVER/LINEN,ZACK,,,13.99,,UnKits,PURPO,,0,0,0,0,0,0,12,
1240455MRUN,LAF LOVESEAT/COVER/LINEN,ZACK,,,49.98619057013217,,UnKits,PURPO,,0,0,0,0,0,0,4,
1240455UN,LAF LOVESEAT/COVER/LINEN,ZACK,,,47.95,,UnKits,PURPO,,0,0,0,0,0,0,6,
1240456MRUN,RAF LOVESEAT/COVER/LINEN,ZACK,,,50.00591832708621,,UnKits,PURPO,,0,0,0,0,0,0,4,
1240456UN,RAF LOVESEAT/COVER/LINEN,ZACK,,,47.93,,UnKits,PURPO,,0,0,0,0,0,0,6,
1240477UN,WEDGE/COVER/LINEN,ZACK,,,38.25,,UnKits,PURPO,,0,0,0,0,0,0,6,
1270011MRUN,OTTOMAN W/STORAGE/COVER/SMOKE,ZACK,,,11.840599723811403,,UnKits,PURPO,,0,0,0,0,0,0,6,
1270011MUN,OTTOMAN W/STORAGE/COVER/SMOKE,ZACK,,,10.075839400877886,,UnKits,PURPO,,0,0,0,0,0,0,6,
1270011UN,OTTOMAN W/STORAGE/COVER/SMOKE,ZACK,,,11.99,,UnKits,PURPO,,0,0,0,0,0,0,6,
1270016MRUN,LAF CORNER CHAISE/COVER/SMOKE,ZACK,,,25.863089366739,,UnKits,PURPO,,0,0,0,0,0,0,10,
1270016UN,LAF CORNER CHAISE/COVER/SMOKE,ZACK,,,25.48,,UnKits,PURPO,,0,0,0,0,0,0,4,
1270017MRUN,RAF CORNER CHAISE/COVER/SMOKE,ZACK,,,25.83941605839416,,UnKits,PURPO,,0,0,0,0,0,0,10,
1270017UN,RAF CORNER CHAISE/COVER/SMOKE,ZACK,,,25.45,,UnKits,PURPO,,0,0,0,0,0,0,4,
1270034MRUN,ARMLESS LOVESEAT/COVER/SMOKE,ZACK,,,24.261195502071413,,UnKits,PURPO,,0,0,0,0,0,0,10,
1270034UN,ARMLESS LOVESEAT/COVER/SMOKE,ZACK,,,25.21,,UnKits,PURPO,,0,0,0,0,0,0,4,
1270066MRUN,LAF SOFA SECTIONAL/COVER/SMOKE,ZACK,,,46.94811599921089,,UnKits,PURPO,,0,0,0,0,0,0,6,
1270066UN,LAF SOFA/COVER/SMOKE,ZACK,,,48.43,,UnKits,PURPO,,0,0,0,0,0,0,4,
1270067MRUN,RAF SOFA SECTIONAL/COVER/SMOKE,ZACK,,,46.8376405602683,,UnKits,PURPO,,0,0,0,0,0,0,6,
1270067UN,RAF SOFA/COVER/SMOKE,ZACK,,,48.34,,UnKits,PURPO,,0,0,0,0,0,0,4,
128H535MRUN,LOVESEAT/COVER/FOG,ZACK,,,36.99743539159598,,UnKits,PURPO,,0,0,0,0,0,0,9,
128H538MRUN,SOFA/COVER/FOG,ZACK,,,45.29887551785362,,UnKits,PURPO,,0,0,0,0,0,0,6,
128X616UN,LAF CORNER CHAISE/COVER/GRAY,ZACK,,,37.38,,UnKits,UPH,UPHCH,2,3,2,12,1,3,4,
128X617UN,RAF CORNER CHAISE/COVER/GRAY,ZACK,,,34.34,,UnKits,PURPO,,0,0,0,0,0,0,4,
1280522MRUN,ACCENT CHAIR/COVER/MIDAS,ZACK,,,48.3330045373841,,UnKits,PURPO,,0,0,0,0,0,0,3,
1280535MRUN,LOVESEAT/COVER/FOG,ZACK,,,0.0,,UnKits,PURPO,,0,0,0,0,0,0,1,
1280538MRUN,SOFA/COVER/FOG,ZACK,,,0.0,,UnKits,PURPO,,0,0,0,0,0,0,1,
1280608UN,OVRSZ ACCENT OTTOMN/COVER/GRAY,ZACK,,,11.06,,UnKits,PURPO,,0,0,0,0,0,0,6,
1280616UN,LAF CORNER CHAISE/COVER/GRAY,ZACK,,,38.12,,UnKits,UPH,UPHCH,2,3,2,12,1,3,4,
1280617UN,RAF CORNER CHAISE/COVER/GRAY,ZACK,,,37.19,,UnKits,PURPO,,0,0,0,0,0,0,4,
1280666UN,LAF SOFA/COVER/GRAY,ZACK,,,31.16,,UnKits,PURPO,,0,0,0,0,0,0,4,
1280667UN,RAF SOFA/COVER/GRAY,ZACK,,,34.26,,UnKits,UPH,UPHCH,2,3,2,12,1,3,4,
1290011UN,OTTOMAN W/STORAGE/COVER/PATINA,ZACK,,,12.53,,UnKits,PURPO,,0,0,0,0,0,0,6,
1290016UN,LAF CORNER CHAISE/COVER/PATINA,ZACK,,,33.86,,UnKits,PURPO,,0,0,0,0,0,0,4,
1290017UN,RAF CORNER CHAISE/COVER/PATINA,ZACK,,,33.8,,UnKits,PURPO,,0,0,0,0,0,0,4,
1290034UN,ARMLESS LOVESEAT/COVER/PATINA,ZACK,,,24.43,,UnKits,PURPO,,0,0,0,0,0,0,4,
1290046UN,ARMLESS CHAIR/COVER/PATINA,ZACK,,,13.77,,UnKits,PURPO,,0,0,0,0,0,0,4,
1290055UN,LAF LOVESEAT/COVER/PATINA,ZACK,,,35.2,,UnKits,PURPO,,0,0,0,0,0,0,4,
1290056UN,RAF LOVESEAT/COVER/PATINA,ZACK,,,37.03,,UnKits,PURPO,,0,0,0,0,0,0,4,
1290075UN,RAF CUDDLER/COVER/PATINA,ZACK,,,35.18,,UnKits,PURPO,,0,0,0,0,0,0,4,
1290076UN,LAF CUDDLER/COVER/PATINA,ZACK,,,35.19,,UnKits,PURPO,,0,0,0,0,0,0,4,
1290077UN,WEDGE/COVER/PATINA,ZACK,,,27.36,,UnKits,PURPO,,0,0,0,0,0,0,6,
1290099UN,ARMLESS SOFA/COVER/PATINA,ZACK,,,35.47,,UnKits,PURPO,,0,0,0,0,0,0,4,
1300148UN,LAF REC LOVESEAT/COVER/ECLIPSE,ZAMK,51.0,192.0,38.1,7315.2,UnKits,PURPO,,0,0,0,0,0,0,4,
1300149UN,RAF REC LOVESEAT/COVER/ECLIPSE,ZAMK,51.0,156.0,39.77,6204.12,UnKits,PURPO,,0,0,0,0,0,0,4,
1310425MRUN,ROCKER RECLINER/COVER/MIDNIGHT,ZACK,,,20.370881830735847,,UnKits,PURPO,,0,0,0,0,0,0,6,
1310425UN,ROCKER RECLINER/COVER/MIDNIGHT,ZAMK,,,18.86,,UnKits,PURPO,,0,0,0,0,0,0,6,
1310446UN,ARMLESS CHAIR/COVER/MIDNIGHT,ZAMK,,,13.78,,UnKits,PURPO,,0,0,0,0,0,0,4,
1310458UN,LAF 0WALL PWR REC/COVER/MDNGHT,ZAMK,,,19.84,,UnKits,PURPO,,0,0,0,0,0,0,6,
1310459UN,LAF REC PWR SOFA/COVER/MIDNGHT,ZAMK,,,41.12,,UnKits,PURPO,,0,0,0,0,0,0,4,
1310462UN,RAF 0WALL PWR REC/COVER/MDNGHT,ZAMK,,,20.39,,UnKits,PURPO,,0,0,0,0,0,0,6,
1310473UN,RAF REC PWR SOFA/COVER/MIDNGHT,ZAMK,,,41.11,,UnKits,PURPO,,0,0,0,0,0,0,4,
1310477UN,WEDGE/COVER/MIDNGHT,ZAMK,,,20.31,,UnKits,PURPO,,0,0,0,0,0,0,6,
132S123UN,CHAIR AND A HALF/COVER/FOG,ZACK,,,34.99033357680174,,UnKits,PURPO,,0,0,0,0,0,0,4,
132S135UN,LOVESEAT/COVER/FOG,ZACK,,,56.54792296266483,,UnKits,PURPO,,0,0,0,0,0,0,3,
132S138UN,SOFA/COVER/FOG,ZACK,,,79.81668188327679,,UnKits,PURPO,,0,0,0,0,0,0,2,
132X114UN,OTTOMAN/COVER/FOG,ZACK,51.0,24.0,8.03,192.72,UnKits,UPH,UPHCH,2,4,2,16,1,3,12,1.0
132X123UN,CHAIR AND A HALF/COVER/FOG,ZACK,,,34.14497371048017,,UnKits,PURPO,,0,0,0,0,0,0,4,
132X135UN,LOVESEAT/COVER/FOG,ZACK,,,55.68240477967489,,UnKits,PURPO,,0,0,0,0,0,0,3,
132X138UN,SOFA/COVER/FOG,ZACK,,,79.24362919313474,,UnKits,UPH,UPHCH,1,3,3,9,1,16,2,
1320114UN,OTTOMAN/COVER/FOG,ZACK,51.0,6.0,9.56,57.36,UnKits,UPH,UPHCH,2,4,2,16,1,3,12,1.0
1320123UN,CHAIR AND A HALF/COVER/FOG,ZACK,,,37.19,,UnKits,PURPO,,0,0,0,0,0,0,4,
1320135UN,LOVESEAT/COVER/FOG,ZACK,,,61.24,,UnKits,PURPO,,0,0,0,0,0,0,3,
1320138UN,SOFA/COVER/FOG,ZACK,,,87.21,,UnKits,PURPO,,0,0,0,0,0,0,2,
133X277MRUN,WEDGE/COVER/JEWEL (9),ZACK,,,50.38074570921286,,UnKits,PURPO,,0,0,0,0,0,0,9,
133X277UN,WEDGE/COVER/JEWEL,ZACK,,,45.68,,UnKits,PURPO,,0,0,0,0,0,0,4,
1330208MRUN,OVERSIZED ACCT OTT/COVER/JEWEL,ZACK,,,14.49990136121523,,UnKits,PURPO,,0,0,0,0,0,0,6,
1330208UN,OVRSZ ACCT OTTOMAN/COVER/JEWEL,ZACK,,,12.88,,UnKits,PURPO,,0,0,0,0,0,0,6,
1330216MRUN,LAF CORNER CHAISE/COVER/JEWEL,ZACK,,,46.57328861708424,,UnKits,PURPO,,0,0,0,0,0,0,4,
1330216UN,LAF CORNER CHAISE/COVER/JEWEL,ZACK,,,44.95,,UnKits,PURPO,,0,0,0,0,0,0,4,
1330217MRUN,RAF CORNER CHAISE/COVER/JEWEL,ZACK,,,47.922667192740185,,UnKits,PURPO,,0,0,0,0,0,0,4,
1330217UN,RAF CORNER CHAISE/COVER/JEWEL,ZACK,,,44.95,,UnKits,PURPO,,0,0,0,0,0,0,4,
1330234MRUN,ARMLESS LOVESEAT/COVER/JEWEL,ZACK,,,54.46044584730716,,UnKits,PURPO,,0,0,0,0,0,0,9,
1330234UN,ARMLESS LOVESEAT/COVER/JEWEL,ZACK,,,50.99,,UnKits,PURPO,,0,0,0,0,0,0,4,
1330246MRUN,ARMLESS CHAIR/COVER/JEWEL (9),ZACK,,,18.121917537975932,,UnKits,PURPO,,0,0,0,0,0,0,12,
1330246UN,ARMLESS CHAIR/COVER/JEWEL,ZACK,,,16.19,,UnKits,PURPO,,0,0,0,0,0,0,8,
1330255MRUN,LAF LOVESEAT/COVER/JEWEL,ZACK,,,62.31209311501282,,UnKits,PURPO,,0,0,0,0,0,0,8,
1330255UN,LAF LOVESEAT/COVER/JEWEL,ZACK,,,59.03,,UnKits,PURPO,,0,0,0,0,0,0,4,
1330256MRUN,RAF LOVESEAT/COVER/JEWEL,ZACK,,,62.32787532057605,,UnKits,PURPO,,0,0,0,0,0,0,8,
1330256UN,RAF LOVESEAT/COVER/JEWEL,ZACK,,,59.03,,UnKits,PURPO,,0,0,0,0,0,0,4,
1330266MRUN,LAF SOFA/COVER/JEWEL (9),ZACK,,,76.05444860919313,,UnKits,PURPO,,0,0,0,0,0,0,6,
1330266UN,LAF SOFA/COVER/JEWEL,ZACK,,,71.52,,UnKits,PURPO,,0,0,0,0,0,0,4,
1330267MRUN,RAF SOFA/COVER/JEWEL (9),ZACK,,,75.98342868415861,,UnKits,PURPO,,0,0,0,0,0,0,6,
1330267UN,RAF SOFA/COVER/JEWEL,ZACK,,,71.54,,UnKits,PURPO,,0,0,0,0,0,0,4,
1330277MRUN,WEDGE/COVER/JEWEL (9),ZACK,,,0.0,,UnKits,PURPO,,0,0,0,0,0,0,1,
1330277UN,WEDGE/COVER/JEWEL,ZACK,,,52.11,,UnKits,PURPO,,0,0,0,0,0,0,4,
134B521MRUN,ACCENT CHAIR/COVER/RUST,ZACK,,,48.522391004142825,,UnKits,PURPO,,0,0,0,0,0,0,6,
134B521UN,ACCENT CHAIR/COVER/RUST,ZACK,,,42.91463987049793,,UnKits,PURPO,,0,0,0,0,0,0,4,
